hsa.miR.19b.3p,hsa.miR.1273h.3p,hsa.miR.4433a.3p,hsa.miR.485.3p,hsa.let.7b.5p,hsa.miR.134.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.17.5p,hsa.miR.1304.3p,hsa.miR.30d.5p,hsa.miR.20b.5p,hsa.miR.421,hsa.miR.4433b.5p,hsa.miR.320b,hsa.miR.375.3p,hsa.miR.500a.3p,hsa.miR.139.3p,hsa.miR.493.5p,Class
9.232938448,5.469837765,6.510246217,10.15275328,14.44294251,10.03447489,3.279957899,8.209216909,8.269794871,4.699682901,11.66920177,7.637258052,5.919333764,6.510246217,8.656628948,7.319269113,2.546179079,7.911461755,7.764828157,Case
10.15714724,3.698338099,7.721313313,7.95282023,15.21811684,6.888041673,5.016799276,8.612388453,8.88436652,2.627930364,11.70882293,8.774292132,5.957007603,7.721313313,8.32536814,8.430604298,4.570671153,8.188821574,3.11931399,Case
8.788148839,6.402965012,8.227839488,8.549184336,14.38082926,6.669821642,0.431655268,7.571019192,7.043822381,4.620926407,12.00262469,7.476657588,5.850415436,8.227839488,8.737851345,8.727650787,2.314797564,8.116776897,3.214232993,Case
10.14428977,4.836736924,6.798932027,6.56288746,14.75703467,6.122157989,4.869591654,8.61142582,7.694364569,3.001123195,11.48943051,8.20503907,5.552139919,6.798932027,9.250399947,8.726528653,3.516194875,8.437075791,3.034101879,Case
10.01650562,3.385406236,7.069744539,7.331171444,14.88640391,7.514066549,6.311495484,8.273324363,9.074655731,5.082621948,11.77794171,9.371791305,6.39727248,7.069744539,9.025344084,5.814235274,5.626421935,7.025617985,4.06094575,Case
10.6573253,4.040684847,8.214075271,6.894529553,14.83937748,6.744644917,5.995976981,9.08735456,8.302572327,2.603848094,11.64904598,8.303272062,5.847026522,8.214075271,8.561499021,8.223950957,3.674651292,6.259980985,5.036173401,Case
9.7644109,7.67342521,9.898553362,8.242598823,14.3506756,7.854958243,2.981295292,7.604312012,8.80159895,6.862678398,12.97009732,7.398367655,7.080079433,9.898553362,8.760178772,8.304170238,1.796650687,9.666173912,1.418573639,Case
10.13982594,4.154246843,8.359195619,7.305206931,15.14012345,7.297042594,5.341008428,8.643067592,8.387957647,2.998692948,11.72846492,8.545072314,5.600962158,8.359195619,9.044019463,10.39054726,2.107610153,7.54909858,2.802024027,Case
9.623643364,5.649117558,8.958200851,9.091733357,14.77165629,7.954395502,3.765817491,7.822392502,7.456306394,3.505948293,12.32421063,7.998423176,5.704539029,8.958200851,9.803766276,7.513817755,3.580823072,8.120615378,5.031893235,Case
9.339481421,5.638503692,9.245536537,9.267498593,14.17177518,9.095666452,2.450534561,8.061953107,7.664204686,4.682408426,11.59044639,7.163828234,6.098423043,9.245536537,9.479502259,8.890964877,3.638073699,7.630238817,5.42710105,Case
9.760382802,2.425312472,6.171529685,3.138607998,15.81110212,3.89762328,6.804167288,9.72485674,8.063480771,4.030150867,12.80309254,9.162373091,5.895530084,6.171529685,10.95903463,9.567714884,4.961136895,7.159191261,0.601161516,Case
10.20616271,5.023758872,7.828994433,7.791042293,15.5203151,6.423992629,6.908618567,9.234299665,8.931321773,7.595575089,12.68377394,9.738651846,6.955115698,7.828994433,10.90378471,9.150769287,5.09224195,7.46679688,0.594236732,Case
10.97605828,3.194716188,6.236836486,5.768269983,15.03592505,7.192800467,6.00811328,9.074453259,8.601232412,5.687172146,12.87388033,8.983662707,6.828493635,6.236836486,10.46470743,7.742368636,6.603790983,6.435730863,2.706179737,Case
10.67442483,1.612653489,6.285889559,5.905310484,15.1544428,6.785738659,6.669555283,9.17193587,8.27605456,3.558688763,11.69387075,8.838222796,6.199758326,6.285889559,9.166062409,6.016527636,4.421679991,6.046523187,3.87265745,Case
9.290323022,4.694906566,5.806167956,6.742905875,14.50026816,4.415615377,3.156583013,8.771512823,7.1159046,3.912515866,11.94695084,6.922150328,3.878856277,5.806167956,9.901800944,10.18034471,4.858023352,8.126218186,-5.192769191,Case
10.25963939,3.709518661,7.091631284,7.292593677,14.77387424,7.110220148,4.755992168,9.542014232,7.915790733,1.981246652,11.66899198,8.194888985,5.84489387,7.091631284,9.145510648,7.913356924,3.959183369,7.579938955,3.386228743,Case
8.419083494,6.843816481,8.726682043,10.52992473,15.43896338,7.21737898,1.348915896,7.105016834,6.991882414,5.352001745,13.10870462,7.493081614,3.29250614,8.726682043,9.455137562,10.9430871,3.61044865,8.39656491,4.543182465,Case
9.599395462,2.281630639,6.979015083,5.051662371,14.86682309,6.530927362,3.77077294,8.365748842,7.542702732,5.719113516,12.36752086,7.453744207,5.536204405,6.979015083,9.586644329,6.773180461,4.715176401,7.774599861,4.204306612,Case
9.374049818,5.134652569,8.685494872,9.050585271,13.78964029,7.756007061,2.975823769,7.69878191,6.512963329,4.32296405,11.47532725,7.497208611,4.947284557,8.685494872,9.054521015,8.255442179,3.366571276,7.943954455,4.724717537,Case
9.514141653,4.823169513,8.266463268,6.064134102,14.90693352,6.677535783,4.687476651,9.921366252,8.135033078,4.838094678,12.27932084,7.936535508,6.272756869,8.266463268,8.651573543,7.574847823,3.620669201,7.256173215,3.107277115,Case
8.878367945,7.061409921,9.041586289,9.355134829,14.23898137,9.403993144,2.553382549,8.032702425,7.113967643,5.223407637,12.30430679,6.954080621,5.62613212,9.041586289,9.20642875,6.520457602,4.267217907,7.788191415,6.141953091,Case
9.311483826,6.515350373,7.700307848,10.51074637,14.31374183,9.854424369,3.398490451,7.711071363,7.320979571,2.952876261,11.72129346,6.862031294,5.413583021,7.700307848,8.905806311,6.88520633,4.387445931,8.149431701,6.534469691,Case
9.71837955,5.950774273,10.2126905,9.323540399,13.77165515,9.138203227,3.13787353,8.911764745,6.839854219,3.902568115,11.72647717,5.446499483,5.864332427,10.2126905,8.587623272,7.557162579,5.096094013,7.837508762,3.421739605,Case
8.85992478,6.223273218,9.736138507,10.25144257,14.83069596,8.644021653,0.884108194,8.807433326,6.635314246,2.297535629,11.60792134,6.372892173,5.041519658,9.736138507,8.964102288,7.696683329,3.502019389,8.060622695,5.868085516,Case
8.735368168,7.790852546,9.702502117,10.36109785,14.84074451,8.700915785,1.393956716,7.640858076,6.883296373,3.613536707,12.45190833,6.850435068,5.962529461,9.702502117,9.223521838,8.666614389,4.03262482,8.950236664,4.833044256,Case
10.5949583,1.729354551,8.257188001,4.084347996,15.19869959,4.776624321,6.873143699,9.83048598,8.852514284,4.410180556,11.97763969,8.652742858,6.334412575,8.257188001,9.364638645,4.403885213,6.226339611,7.167931944,1.704590849,Case
8.704895848,1.292044472,8.830619987,10.41094546,15.14883796,8.34140299,1.909984732,7.601785663,6.575899556,4.139474671,11.49574068,7.624315387,5.556542207,8.830619987,11.15118462,12.38151714,-2.184410891,9.234187503,4.147546848,Case
9.882199731,5.477213043,3.211730911,7.118785234,14.24053909,9.331206367,4.486675067,9.371470606,8.023541976,6.535704634,11.25615625,8.190556058,5.937378707,3.211730911,8.939964752,6.582079398,6.421909679,7.874325492,6.813926623,Case
10.00513949,4.327911278,8.933463092,10.71963698,15.74125408,8.978897248,5.570488063,8.610464469,7.732585271,2.52398634,11.58934778,6.406673628,3.379691879,8.933463092,11.15618253,7.939134757,4.408073996,8.789016294,-1.213641398,Case
9.095520236,5.066330705,10.37631806,8.998319131,14.1603545,7.202907109,3.49683892,6.990943535,7.942156261,3.761450584,11.04054184,8.24027896,6.325700915,10.37631806,10.08278212,9.071229801,3.624253084,9.359157239,1.55849489,Case
10.87072667,4.876517703,7.130420707,8.421867851,14.65904925,8.826924495,5.720900378,9.323350288,8.561896034,2.865276072,11.76746383,8.426848889,5.276237521,7.130420707,10.32784341,10.30498095,3.891349715,7.742170549,3.865584507,Case
8.943041675,6.636602096,11.06919496,11.93827013,14.18380728,12.03126669,3.930790655,8.92170663,7.561300798,4.525070942,11.14393551,6.62317773,5.960911729,11.06919496,9.92766527,7.027341831,4.114245894,8.640610462,4.467968536,Case
9.879439237,4.950412049,10.87595121,10.87893587,14.84176166,8.084765787,5.148020267,8.695199011,8.574257909,0.802891233,10.87825588,8.111952509,5.717974426,10.87595121,9.992221714,7.726802649,1.420254337,8.366823269,2.776930132,Case
8.641330056,5.209401099,10.3311191,8.95277204,14.89519093,8.009169821,3.019884812,8.625454874,8.335137584,5.885367165,11.42661924,8.075727692,6.373321406,10.3311191,9.666056597,8.127550425,4.478520591,8.278478518,4.71737901,Case
9.196809839,6.403143014,9.784229263,9.633043937,14.48143229,8.71323248,4.635201054,9.523178519,9.150643875,6.763304461,11.55939964,8.886135992,7.340991303,9.784229263,9.307282259,6.32865796,6.125769646,8.841807204,5.704642701,Case
9.577721745,-2.131426392,8.459872097,8.807759796,14.6234923,7.827258761,5.669027591,8.948589832,7.623535652,2.086818746,11.11147316,8.350925956,6.341513219,8.459872097,10.19442683,9.040578307,4.005803244,8.021860291,2.919281976,Case
9.623179355,4.68179049,9.265106157,10.91648655,14.73023891,9.051575755,4.534868572,8.557823902,7.775002068,1.48738068,10.91721754,8.109278759,5.165384633,9.265106157,9.122150242,9.059290761,4.196154416,8.613603567,5.081600678,Case
10.33243313,4.419895704,9.933472761,8.873544838,14.80357123,7.298894199,5.137406203,9.038887381,8.715107625,5.200433465,11.67997068,8.65612816,7.056780011,9.933472761,9.940480982,8.799373659,4.203674065,8.195666816,1.52490568,Case
9.285949406,5.825364248,10.135698,10.51049592,14.6407843,8.878615063,3.424670076,7.449015677,8.125959246,4.943487122,11.4677685,7.461191994,7.540588251,10.135698,9.855842889,9.01754349,4.341067506,9.313515437,4.458777566,Case
8.594342842,6.026195037,11.14705374,11.63951999,14.30480361,10.23861091,3.286403253,8.934339728,8.582404669,4.462908974,11.26410361,7.236346126,6.153770981,11.14705374,9.280718006,7.98134497,4.899951741,7.786553322,6.684131261,Case
9.927125266,2.120052721,6.664164635,8.349996436,15.23440585,8.344712817,4.561117568,8.541102235,7.19916036,2.142680505,12.9799271,8.210538026,5.437360218,6.664164635,11.23707261,12.15772739,4.45590383,7.994519281,1.96320666,Case
9.302915343,4.553172206,10.36193352,10.25751493,14.77277686,9.584775239,3.633157385,9.298111206,7.925763082,5.352734926,11.63660658,8.747762258,5.98178888,10.36193352,11.77663734,9.039169274,6.444456675,8.00535929,5.506393552,Case
9.611287557,5.822657231,7.596208384,8.337935821,15.31204575,7.886269101,4.499811923,8.74037699,7.794462411,5.356837142,11.97102792,7.581529227,5.810691407,7.596208384,9.616442664,8.125291178,3.935685818,8.255293676,5.677553271,Case
10.16003733,3.903748034,6.36492168,5.199261857,14.55133553,6.778351915,4.855121386,8.680424825,7.07762956,3.810545722,11.82481384,7.497425608,5.109790134,6.36492168,9.264383697,8.35513613,5.388847633,8.05226905,3.44179331,Case
8.975730444,6.133953941,8.664966139,8.994460415,15.61217962,7.322635969,3.840887492,9.694784503,8.087454651,5.124937904,12.41098276,7.694736206,5.438903488,8.664966139,9.4711292,10.88005818,3.793498131,8.348463259,4.773145114,Case
10.1119191,5.347314938,7.219281522,6.124555745,14.45564379,6.997946022,5.046979615,10.16315432,7.685089718,4.247786804,12.11242061,8.047069709,5.840439936,7.219281522,9.734738325,10.93726986,5.343411319,7.734426156,4.395423224,Case
9.429312011,4.608051202,8.596114086,9.008642528,14.98845999,7.833379041,4.278902336,9.775023485,7.017582463,5.526784308,12.51211032,7.420994019,5.399854467,8.596114086,9.822061635,8.403117654,4.959612602,8.476988011,4.512803364,Case
8.711032546,6.645505231,8.815947563,10.54491419,15.50388389,9.465054312,1.498627468,7.356367779,7.538493641,2.424130441,12.69542445,8.52587653,6.164043468,8.815947563,10.01623767,10.4906486,-3.620135538,8.93038053,3.052038933,Case
10.19310816,3.418078667,8.374820461,7.747273084,14.93707083,7.449390368,5.579061038,8.830049047,7.745348688,4.514013095,12.00083102,8.815777848,5.523248902,8.374820461,9.104505526,6.655749696,4.579479271,8.524392364,3.079895934,Case
9.50286851,5.698776455,9.253986809,8.602845425,14.77967876,8.133156181,3.330886998,8.167306688,7.630051161,2.98353581,12.10595575,6.772655166,5.58474916,9.253986809,8.977051805,8.625486189,2.66612609,7.908113002,6.154962761,Case
10.32146421,3.92055861,6.309188012,7.945722928,15.56435763,6.460292625,5.713414462,9.985650485,8.437074077,4.16632338,13.00908378,8.952867051,5.954725951,6.309188012,9.973624101,8.526147236,4.61915702,8.40862358,3.607266824,Case
10.12560391,5.130539502,4.659227697,10.65043407,15.00520681,11.4288126,6.611334085,9.193364297,7.827626885,7.206326087,12.49428855,8.307332324,6.223092036,4.659227697,11.81946646,7.931855864,5.916862084,9.094072209,5.248138035,Case
9.31349981,5.404247985,9.512630005,9.533343011,14.50177299,9.930020376,2.076534774,8.367037782,7.563763003,4.660679831,12.3917545,8.096762882,5.530035883,9.512630005,10.17681923,8.612841895,4.978333759,8.106567336,5.646149644,Case
8.519176811,7.259669159,8.603173735,9.298459332,14.68015753,9.023321389,2.579978985,7.504337234,7.217395534,4.265129557,11.96934386,7.055174225,5.382793236,8.603173735,10.29531208,8.425599229,3.918104652,8.902595261,5.45585659,Case
10.26089112,3.527602534,5.942617493,4.434618888,14.5953339,7.754310867,6.28620661,9.689956871,8.354954603,6.392746353,12.04018512,8.975277892,6.498881024,5.942617493,9.366579628,6.459055529,5.67417177,7.074917721,5.144187181,Case
9.391132727,7.307828111,9.893844395,9.133209914,14.31491065,8.954850949,3.211670635,9.382543447,7.6690398,4.683044193,12.172273,7.060895385,5.429491964,9.893844395,8.282201376,7.931622172,4.257228873,7.956453637,7.563094147,Case
7.50314593,6.868739523,6.53519529,9.538018425,15.13934756,7.645992263,2.244295553,6.716203222,6.763138238,4.935858586,12.48513364,6.870869962,4.852303223,6.53519529,8.829190872,8.368787077,3.124864675,8.614125228,6.065509847,Case
9.731676528,4.825501201,7.100590501,8.661840676,15.5979629,6.087453624,5.373671863,9.551242279,8.251063122,4.050060892,12.05680941,8.542884983,4.738392021,7.100590501,9.39699373,10.2506641,5.052672518,8.204458115,0.90112811,Case
10.76185602,2.28319279,6.341577452,8.656911371,14.64952486,7.537246587,4.751712309,8.545559525,7.587851465,4.903804357,11.63737008,7.675979931,6.223006621,6.341577452,9.531601277,9.888635195,4.310362346,7.834739097,4.199161156,Case
9.175281808,5.053822879,8.232868094,8.152244225,14.83536243,6.819249908,2.883747218,8.532077777,6.408186898,3.36253711,11.48086456,6.663360521,6.002065679,8.232868094,9.187594584,7.787611023,4.340836451,7.20208685,4.341530717,Case
9.652258376,3.351815439,6.069481533,6.908570645,15.26437306,4.544161654,4.937560709,9.606532474,8.287251098,3.411970393,11.7600027,8.203774501,5.518622805,6.069481533,9.042989103,8.641800395,4.71284116,7.102693126,0.617999776,Case
9.020391631,5.061966973,8.840098596,10.42086714,15.79035344,8.126834333,3.155827117,9.010109442,7.939377843,3.047511249,12.57594418,8.108185285,5.652142589,8.840098596,9.5608588,7.112639429,2.129218586,8.406299636,5.857534468,Case
8.876451409,2.976076723,6.718842436,7.996380586,15.53457113,5.949795923,3.402036179,11.20386868,7.245681524,2.181625266,11.61305621,8.023120804,4.835060098,6.718842436,8.985612878,8.21697526,4.167232025,7.876904413,3.23453687,Case
9.79272473,5.912925736,8.130400282,8.958852558,14.51586068,8.927378653,4.098057633,9.771333048,8.09829365,3.909561172,11.70031433,7.503962453,6.257422727,8.130400282,8.288316401,7.584694424,3.614853449,8.15950215,7.990426836,Case
7.906365507,7.817506805,10.40787647,11.10474323,15.07626076,8.002650587,-0.184990004,7.974693727,7.186900488,2.52624433,11.83662972,7.65567671,4.908902561,10.40787647,9.230787559,10.60880578,4.005557815,10.20421666,3.070192429,Case
10.29773741,1.620887355,8.054620482,8.716457626,15.64249716,5.415668672,5.789392662,8.511539479,8.092254941,3.770963224,12.76099186,9.012094409,6.449551334,8.054620482,9.773612008,10.00512793,5.431581409,7.995739739,0.46061971,Case
9.706462778,3.631935936,7.165887739,9.790902376,15.13069175,8.358158339,5.903904185,9.295972898,7.453528685,2.577252958,11.67729989,8.027588225,5.208548885,7.165887739,9.782828738,8.503300797,4.574907936,8.12665832,2.806183885,Case
9.451466162,6.011392505,9.04608948,7.115306842,14.87422168,7.542548383,2.030075335,8.802329943,6.213733671,2.810949601,12.03612126,7.399550656,5.427112012,9.04608948,9.796833958,8.890623507,3.320901275,8.293576032,4.280769852,Case
10.13859344,2.721545063,5.31136362,6.212900641,15.31127083,6.24295407,5.399918186,8.201812957,7.758899702,3.036271537,11.84745816,7.837155696,6.36936429,5.31136362,8.971200216,7.254867628,3.623836065,6.961242117,3.83727563,Case
10.30887844,4.369862822,5.721946636,6.966562769,15.93796589,5.682332519,5.643056751,9.216996009,8.498077827,5.406208868,13.12080407,8.824777887,6.429424023,5.721946636,10.14401182,7.130763589,5.16944801,7.229608161,4.192678003,Case
9.548301193,4.567570024,5.035565205,8.175820644,15.71344004,7.455353479,4.121616055,9.047477224,7.221231723,3.873312942,12.6262696,8.089322277,6.265567839,5.035565205,10.41161196,8.736892375,4.738516728,7.967627588,2.554864874,Case
7.659183232,3.588350143,8.750396655,8.76125282,15.33365056,7.448261686,2.767480974,10.68664762,6.455984692,2.931118792,12.10715609,6.944916682,4.874949195,8.750396655,8.953892526,7.674178295,4.300596975,8.290052652,6.661519806,Case
10.04963008,5.342814164,8.90344092,9.823905652,14.50816273,7.557449683,4.717178904,8.930961707,8.041383091,5.194100967,11.61838309,7.497011592,6.621607307,8.90344092,9.535209938,7.355468502,5.609663202,8.347473077,5.148833432,Case
9.082162486,5.71545778,8.515472696,9.319611226,15.43240518,8.692232269,-0.070983187,8.805460788,8.513839214,1.468689511,11.98254044,8.455754334,5.608752727,8.515472696,10.00165689,9.619513363,2.625501776,8.155048713,5.827425069,Case
10.41954044,2.609005266,5.411372308,4.93288437,13.76170968,1.272625815,0.282780497,9.585730193,4.331419884,6.7228643,12.01003539,6.782471285,6.773972508,5.411372308,7.81236694,2.981141111,2.920009293,5.408289969,0.40562195,Case
9.031521535,6.048566025,5.765191335,9.329465843,15.18514011,7.776870543,3.981283365,8.351294824,8.099398871,4.823163417,12.03547338,7.909066195,5.820743632,5.765191335,10.29789547,9.658434878,5.635423566,8.742727277,4.283148122,Case
9.98137167,2.653924355,5.449344119,4.97946272,15.79726689,8.895816457,5.560361836,10.00894115,6.87711332,2.764989107,12.60409101,7.773584181,3.426807074,5.449344119,10.36186299,8.193458128,6.130713454,8.0860276,0.461863039,Case
8.196522814,6.871716021,6.621004358,5.414495221,15.43093705,6.257771597,1.718765325,8.38144567,7.69195558,2.245155335,12.38254221,4.347925326,3.67673606,6.621004358,10.42047214,9.277885636,3.308028463,8.601897898,6.438094787,Case
9.538341813,6.461232808,8.319908992,9.447879365,15.07118219,8.518644097,5.037232952,9.422323416,7.606972712,4.756503798,12.39079776,7.994114411,6.006802952,8.319908992,9.730447839,8.045812663,5.794455919,8.5526737,4.042664476,Case
9.98844103,6.517513361,7.927255771,9.180250525,14.74919448,7.029000145,3.318508512,9.050705085,7.482517187,1.659661339,11.9418365,7.269504467,6.463993707,7.927255771,9.524185467,8.244825536,2.793369265,7.405119256,5.184440868,Case
8.696998936,3.836383607,9.092947232,6.205600702,15.1656022,7.000045027,4.546129543,7.092724764,8.448643903,5.515819115,12.14943274,8.7763683,6.023656904,9.092947232,10.69791938,9.62588908,5.935704299,6.149317348,1.942364954,Case
9.334659609,5.558530971,8.365082715,8.285807156,15.6477639,7.414042291,5.513568635,9.520875362,7.774263369,5.24423826,12.43962627,8.457801725,5.454001865,8.365082715,9.760794759,9.385491375,3.146532011,8.169452786,4.780443308,Case
8.534471431,3.084563677,9.081424256,5.42600938,15.18405293,7.030174523,4.816751395,7.290501148,7.874269959,2.255708722,12.26923866,8.472997073,5.67836332,9.081424256,10.49199937,9.921576123,3.31730507,8.438631325,4.917184807,Case
6.251091404,4.117621342,10.46557892,7.499418592,15.59946868,9.279438048,1.796710083,7.849334362,7.896342324,3.23754111,12.81180417,6.641230557,4.298772497,10.46557892,10.57752276,9.909381564,4.180352467,6.319114105,2.294489566,Case
9.709508613,6.211500958,8.364341374,8.211294982,15.07894054,5.954993419,4.930056389,9.285910121,8.201716103,3.735557705,12.10011187,7.991752493,6.116795385,8.364341374,9.692233945,6.32204172,5.381661498,7.842056501,-0.503113497,Case
9.832687652,5.693654971,8.902103005,10.65407365,14.75536139,7.757245578,2.825898942,8.957246958,7.890331353,5.653991406,12.11594162,7.678694627,6.194663509,8.902103005,9.700417507,8.940201376,5.925209392,8.232511326,5.73554243,Case
8.839590832,6.326315833,8.411672989,5.927203645,15.12791535,7.962486239,5.370398282,8.68022389,7.492051025,2.715081992,12.38789333,7.570408915,5.315540226,8.411672989,10.53115896,10.24464005,3.721102001,8.469149016,1.606214063,Case
10.06378572,4.811526655,7.903361976,7.21676445,14.16677458,8.732015317,4.95900417,8.319592992,8.503981225,5.347363992,12.00318046,7.883451715,6.028811492,7.903361976,8.702610082,8.250452616,6.034922726,7.428159162,5.930545849,Case
9.974876705,1.61634883,8.262988304,8.645806348,14.84525928,8.215549509,4.972927704,9.227810873,8.25257228,6.176182894,11.84860694,6.551973389,6.416746008,8.262988304,10.1609962,9.166510176,5.578045593,7.9248907,2.793055752,Case
9.788561221,3.815863742,9.03184277,9.316922937,13.36005778,7.845673903,1.49388966,8.791665215,7.920397616,6.013904593,12.42625708,6.635869965,6.011432644,9.03184277,8.430439039,7.563599397,3.928255106,6.136928518,1.916672992,Case
10.6001244,1.201999278,4.221976714,9.394964211,14.13590827,7.68736091,-1.129181121,10.29487466,7.487917833,0.466493306,12.07616047,7.941215999,6.240089172,4.221976714,7.424030126,1.539970953,1.744554236,7.941210976,5.898500133,Case
10.31157912,2.196163352,5.06238136,9.461618806,13.96763546,6.407881071,4.673247135,9.883556202,7.815678535,1.411360684,11.97762286,6.75462,6.88835546,5.06238136,8.141404799,6.680541588,5.435437709,7.577783107,-0.111278098,Case
9.85824407,5.36962798,8.24258737,9.112851329,14.86648245,8.536278846,4.599209069,9.208931859,7.462875266,5.026690463,12.28623517,7.415074855,6.190583665,8.24258737,9.874213852,8.266019084,6.287681163,8.384199375,5.203842386,Case
11.49169906,6.475364185,9.923405895,9.812847421,14.54239948,7.835352841,3.79477078,8.195645103,8.265924141,0.304273526,11.74383534,11.5354277,6.650388882,9.923405895,9.080990387,8.379723092,1.601960286,8.402507956,5.853503444,Case
9.476111159,7.125817016,9.985502221,9.485620246,14.46897699,9.123981938,3.966180212,7.86988258,7.925050885,4.869034077,11.55211961,8.424109506,4.930716396,9.985502221,9.515661741,8.427907716,1.541860221,8.615322305,6.328178851,Case
9.779906183,3.059529201,7.42623948,6.868234235,14.98483859,5.897244047,0.734891226,9.271727821,5.163203981,3.150481599,13.39352353,6.658485069,4.244202804,7.42623948,9.957583368,9.563178174,3.296390517,9.1755329,3.11307952,Case
10.55570752,2.17087891,8.362194109,5.480765659,14.10930219,7.028042559,4.706997722,10.13984904,8.161332707,5.424354565,11.64921012,8.05096512,6.086502984,8.362194109,9.106796325,6.616696591,2.553985377,5.727288811,-0.142935566,Case
9.317255391,2.151612988,9.168595924,9.870192627,14.8361523,8.472373525,4.451380532,8.715221265,8.322633452,5.244184891,11.46702533,7.787368581,5.62334699,9.168595924,9.442163309,8.637252708,2.537890047,8.398970714,6.08198443,Case
9.557415515,1.48345764,4.459904156,7.774526449,14.98903145,8.533414241,5.079708394,9.341241053,7.697081587,4.541559111,11.48222978,7.752254522,6.410569428,4.459904156,10.39177033,8.802975454,5.467024302,8.644368653,4.332142938,Case
9.634673263,5.320381649,8.763145978,9.173358135,14.8591059,8.955805553,4.807578037,8.868955079,8.132148921,5.372223186,11.37988041,7.471188678,6.247346856,8.763145978,9.714935868,9.334187714,1.838261045,8.199740067,4.75987755,Case
10.41936436,2.54135271,4.537171942,8.449478054,15.46658537,6.881451266,5.420300938,10.13805164,6.838885553,5.881108779,11.56221524,8.468134021,6.444074599,4.537171942,9.573126789,7.176990171,2.056055158,7.462692317,5.9225251,Case
9.708709827,6.377895551,8.253316592,5.834418634,14.62830314,8.071556226,3.656524497,8.843413653,7.972597172,3.975714067,11.71857913,7.949970457,6.346973785,8.253316592,9.286800655,7.89589544,3.646347948,8.098942793,5.471528078,Case
9.873054845,5.754623873,9.50810499,8.932201577,14.51454987,7.12625058,5.105451458,9.068118499,7.937701374,6.010777414,11.90685984,7.587813548,6.131254642,9.50810499,9.467258221,7.447308144,5.172517575,7.632603542,0.151148075,Case
9.579664106,5.414192497,8.072339024,5.064375041,14.77145142,8.513404193,4.599030902,9.083637571,7.30504633,5.714023635,12.26995814,7.22488289,5.934251837,8.072339024,9.915308856,8.994678539,3.025947315,8.156715448,4.654809245,Case
9.104665362,2.786281284,9.022266951,9.102667911,15.4674034,9.060347791,0.4606809,8.594173737,7.896999503,1.972216983,12.03528469,8.469322903,4.081421342,9.022266951,10.46626358,9.209566302,3.068111002,8.321440281,0.627580959,Case
10.51403185,2.938457362,5.689870676,5.274506061,14.30242633,2.83432375,4.670130478,10.29105335,4.983329002,2.116847246,9.205466075,6.188610742,7.293890546,5.689870676,7.315437539,8.965959989,3.195243467,5.607196057,0.818113508,Case
9.41137146,5.751333726,8.346812294,8.782022059,14.91329333,8.09578205,5.05369588,8.798039077,8.473833905,5.481959533,11.78995589,8.349484191,5.461536708,8.346812294,9.553368814,9.291249237,2.960714946,8.352368788,4.839817261,Case
9.09901961,5.852807409,8.578915354,5.61049144,15.12042524,7.420442525,5.182122608,8.430418368,8.43273533,5.021836834,11.51055298,8.366517393,5.691121682,8.578915354,9.803540966,9.789073278,5.422829932,8.601701885,4.10412071,Case
9.653240112,5.901943998,8.66798776,8.962721462,15.0104378,7.336913399,5.118685687,9.173756709,8.084232382,4.639577233,12.06794243,8.153874036,6.063436071,8.66798776,9.455010152,8.994293641,5.803514276,8.597298188,4.632301661,Case
9.284195901,4.322257033,9.090874599,9.998930278,14.64812093,9.472443097,4.53121079,8.538183909,8.176981889,4.967313104,11.71630991,7.017975268,5.56151481,9.090874599,9.357307761,8.888160896,2.588956191,8.144553464,5.923089429,Case
9.515393578,2.88782959,8.291098499,9.184575399,15.63578709,8.276625098,5.858664409,8.986381853,8.496514842,4.53061891,12.8757765,8.89261826,6.113102702,8.291098499,9.729656924,6.361097617,5.84551567,8.096852362,4.67086326,Case
10.67473404,3.994682738,7.593891243,6.614517877,15.59103419,6.555967578,4.260476934,8.510682853,8.290918864,3.571159153,13.23492189,9.357554751,7.751596629,7.593891243,8.888459304,5.398176041,4.617295522,6.804162202,0.785578087,Control
11.53755862,1.71997376,5.037461506,5.122151647,14.33604526,6.087470391,6.105102182,10.80290584,8.853008997,3.292586546,12.58036429,9.710769298,5.450999936,5.037461506,7.453657908,4.074680009,4.685003448,5.763879457,1.368551265,Control
10.02416406,5.431073134,9.626664632,9.55585752,15.22203522,7.155062163,4.138579322,8.576073264,8.498694962,3.45587229,11.99680028,6.567257009,5.857184787,9.626664632,8.976853168,7.824996588,3.018524044,7.961298056,3.898787035,Control
9.51119553,5.454994575,7.99314291,9.285341561,16.00749664,8.062411275,3.795426733,8.423729141,7.568737448,4.651962787,12.79779204,9.145217402,5.431980696,7.99314291,9.949200221,9.770270408,5.133348364,8.108425023,3.790630158,Control
9.215265955,5.840332213,8.982642666,10.56779777,16.26992341,8.694191504,3.611504983,8.906929019,7.666976792,2.995426571,11.8214834,7.73452063,5.958205243,8.982642666,9.705351173,9.168543283,3.93949449,8.211049324,4.003130079,Control
10.82372247,6.222482522,8.784383952,4.841979114,15.27480731,5.915326784,5.543347722,9.400944267,8.651091631,5.530324469,12.54543189,8.825822329,6.62697942,8.784383952,10.34489293,8.216183071,6.016975732,8.384607075,-1.009138831,Control
