wynikitop$name
deeplearning_77-SMOTE-1662049395
deeplearning_299-SMOTE-1662051435
deeplearning_308-SMOTE-1662051527
deeplearning_70-SMOTE-1662049317
deeplearning_263-SMOTE-1662051109
deeplearning_178-SMOTE-1662050190
deeplearning_306-SMOTE-1662051513
deeplearning_1801-SMOTE-1662083198
deeplearning_18-SMOTE-1662048912
deeplearning_187-SMOTE-1662050298
deeplearning_140-SMOTE-1662049908
deeplearning_199-SMOTE-1662050369
deeplearning_15-SMOTE-1662048884
deeplearning_275-SMOTE-1662051167
deeplearning_48-SMOTE-1662049179
deeplearning_278-SMOTE-1662051221
deeplearning_279-SMOTE-1662051227
deeplearning_245-SMOTE-1662050798
deeplearning_198-SMOTE-1662050365
deeplearning_19-SMOTE-1662048913
deeplearning_109-SMOTE-1662049644
deeplearning_34-SMOTE-1662049071
deeplearning_258-SMOTE-1662050956
deeplearning_310-SMOTE-1662051546
deeplearning_257-SMOTE-1662050955
deeplearning_319-SMOTE-1662051701
deeplearning_1645-SMOTE-1662079774
deeplearning_138-SMOTE-1662049885
deeplearning_233-SMOTE-1662050648
deeplearning_124-SMOTE-1662049726
deeplearning_126-SMOTE-1662049738
deeplearning_216-SMOTE-1662050515
deeplearning_148-SMOTE-1662049953
deeplearning_66-SMOTE-1662049288
deeplearning_22-SMOTE-1662048972
deeplearning_219-SMOTE-1662050535
deeplearning_309-SMOTE-1662051529
deeplearning_49-SMOTE-1662049182
deeplearning_322-SMOTE-1662051730
deeplearning_228-SMOTE-1662050616
deeplearning_52-SMOTE-1662049222
deeplearning_26-SMOTE-1662049011
deeplearning_108-SMOTE-1662049644
deeplearning_208-SMOTE-1662050414
deeplearning_152-SMOTE-1662049967
deeplearning_317-SMOTE-1662051686
deeplearning_71-SMOTE-1662049318
deeplearning_214-SMOTE-1662050503
deeplearning_222-SMOTE-1662050542
deeplearning_181-SMOTE-1662050210
deeplearning_967-SMOTE-1662070449
deeplearning_236-SMOTE-1662050731
deeplearning_35-SMOTE-1662049072
deeplearning_212-SMOTE-1662050456
deeplearning_307-SMOTE-1662051525
deeplearning_177-SMOTE-1662050186
deeplearning_232-SMOTE-1662050647
deeplearning_28-SMOTE-1662049018
deeplearning_180-SMOTE-1662050208
deeplearning_658-SMOTE-1662055113
deeplearning_149-SMOTE-1662049953
deeplearning_746-SMOTE-1662057911
deeplearning_135-SMOTE-1662049863
deeplearning_101-SMOTE-1662049575
deeplearning_301-SMOTE-1662051450
deeplearning_7-SMOTE-1662048834
deeplearning_303-SMOTE-1662051479
deeplearning_83-SMOTE-1662049444
deeplearning_160-SMOTE-1662050094
deeplearning_147-SMOTE-1662049939
deeplearning_276-SMOTE-1662051176
deeplearning_168-SMOTE-1662050140
deeplearning_86-SMOTE-1662049456
deeplearning_118-SMOTE-1662049700
deeplearning_213-SMOTE-1662050463
deeplearning_312-SMOTE-1662051576
deeplearning_318-SMOTE-1662051691
deeplearning_188-SMOTE-1662050312
deeplearning_132-SMOTE-1662049859
deeplearning_175-SMOTE-1662050182
deeplearning_43-SMOTE-1662049121
deeplearning_2-SMOTE-1662048834
deeplearning_129-SMOTE-1662049818
deeplearning_224-SMOTE-1662050572
deeplearning_230-SMOTE-1662050625
deeplearning_285-SMOTE-1662051275
deeplearning_292-SMOTE-1662051401
deeplearning_290-SMOTE-1662051352
deeplearning_731-SMOTE-1662057465
deeplearning_305-SMOTE-1662051507
deeplearning_1-SMOTE-1662048834
deeplearning_65-SMOTE-1662049287
deeplearning_218-SMOTE-1662050519
deeplearning_4-SMOTE-1662048834
deeplearning_123-SMOTE-1662049713
deeplearning_134-SMOTE-1662049861
deeplearning_261-SMOTE-1662051064
deeplearning_788-SMOTE-1662065737
deeplearning_1626-SMOTE-1662079503
deeplearning_97-SMOTE-1662049527
deeplearning_184-SMOTE-1662050278
deeplearning_300-SMOTE-1662051437
deeplearning_294-SMOTE-1662051405
deeplearning_820-SMOTE-1662066709
deeplearning_104-SMOTE-1662049602
deeplearning_1747-SMOTE-1662081962
deeplearning_189-SMOTE-1662050312
deeplearning_151-SMOTE-1662049961
deeplearning_153-SMOTE-1662049974
deeplearning_17-SMOTE-1662048887
deeplearning_296-SMOTE-1662051410
deeplearning_217-SMOTE-1662050516
deeplearning_314-SMOTE-1662051593
deeplearning_61-SMOTE-1662049273
deeplearning_255-SMOTE-1662050956
deeplearning_1701-SMOTE-1662081065
deeplearning_205-SMOTE-1662050386
deeplearning_25-SMOTE-1662049008
deeplearning_798-SMOTE-1662066399
deeplearning_844-SMOTE-1662067210
deeplearning_247-SMOTE-1662050811
deeplearning_268-SMOTE-1662051130
deeplearning_51-SMOTE-1662049211
deeplearning_95-SMOTE-1662049517
deeplearning_14-SMOTE-1662048881
deeplearning_122-SMOTE-1662049705
deeplearning_674-SMOTE-1662055690
deeplearning_1659-SMOTE-1662080147
deeplearning_1652-SMOTE-1662079989
deeplearning_240-SMOTE-1662050783
deeplearning_298-SMOTE-1662051419
deeplearning_302-SMOTE-1662051456
deeplearning_1682-SMOTE-1662080732
deeplearning_179-SMOTE-1662050204
deeplearning_293-SMOTE-1662051401
deeplearning_1514-SMOTE-1662078064
deeplearning_922-SMOTE-1662069069
deeplearning_164-SMOTE-1662050119
deeplearning_823-SMOTE-1662066755
deeplearning_942-SMOTE-1662069607
deeplearning_235-SMOTE-1662050672
deeplearning_324-SMOTE-1662051740
deeplearning_664-SMOTE-1662055380
deeplearning_665-SMOTE-1662055384
deeplearning_846-SMOTE-1662067251
deeplearning_890-SMOTE-1662068071
deeplearning_1644-SMOTE-1662079744
deeplearning_1709-SMOTE-1662081191
deeplearning_117-SMOTE-1662049698
deeplearning_57-SMOTE-1662049241
deeplearning_280-SMOTE-1662051231
deeplearning_154-SMOTE-1662049991
deeplearning_738-SMOTE-1662057661
deeplearning_11-SMOTE-1662048872
deeplearning_971-SMOTE-1662070567
deeplearning_55-SMOTE-1662049240
deeplearning_120-SMOTE-1662049702
deeplearning_76-SMOTE-1662049387
deeplearning_662-SMOTE-1662055372
deeplearning_842-SMOTE-1662067165
deeplearning_23-SMOTE-1662048997
deeplearning_5-SMOTE-1662048834
deeplearning_1723-SMOTE-1662081477
deeplearning_127-SMOTE-1662049746
deeplearning_1654-SMOTE-1662080000
deeplearning_1656-SMOTE-1662080024
deeplearning_1699-SMOTE-1662081036
deeplearning_680-SMOTE-1662055885
deeplearning_821-SMOTE-1662066727
deeplearning_169-SMOTE-1662050150
deeplearning_185-SMOTE-1662050283
deeplearning_163-SMOTE-1662050115
deeplearning_743-SMOTE-1662057835
deeplearning_1836-SMOTE-1662083624
deeplearning_226-SMOTE-1662050576
deeplearning_80-SMOTE-1662049422
deeplearning_297-SMOTE-1662051419
deeplearning_704-SMOTE-1662056614
deeplearning_684-SMOTE-1662056052
deeplearning_914-SMOTE-1662068996
deeplearning_291-SMOTE-1662051387
deeplearning_1628-SMOTE-1662079516
deeplearning_724-SMOTE-1662057262
deeplearning_897-SMOTE-1662068218
deeplearning_954-SMOTE-1662070265
deeplearning_1752-SMOTE-1662082565
deeplearning_1722-SMOTE-1662081477
deeplearning_698-SMOTE-1662056431
deeplearning_142-SMOTE-1662049917
deeplearning_657-SMOTE-1662055095
deeplearning_872-SMOTE-1662067637
deeplearning_913-SMOTE-1662068990
deeplearning_1648-SMOTE-1662079846
deeplearning_1720-SMOTE-1662081399
deeplearning_1748-SMOTE-1662081988
deeplearning_1765-SMOTE-1662082565
deeplearning_705-SMOTE-1662056619
deeplearning_888-SMOTE-1662068063
deeplearning_21-SMOTE-1662048949
deeplearning_1640-SMOTE-1662079694
deeplearning_837-SMOTE-1662067082
deeplearning_884-SMOTE-1662067948
deeplearning_946-SMOTE-1662069670
deeplearning_745-SMOTE-1662057866
deeplearning_722-SMOTE-1662057195
deeplearning_807-SMOTE-1662066490
deeplearning_867-SMOTE-1662067566
deeplearning_110-SMOTE-1662049650
deeplearning_1637-SMOTE-1662079628
deeplearning_1764-SMOTE-1662082566
deeplearning_718-SMOTE-1662056990
deeplearning_889-SMOTE-1662068070
deeplearning_895-SMOTE-1662068172
deeplearning_819-SMOTE-1662066700
deeplearning_237-SMOTE-1662050746
deeplearning_513-SMOTE-1662053105
deeplearning_741-SMOTE-1662057805
deeplearning_832-SMOTE-1662066940
deeplearning_1726-SMOTE-1662081540
deeplearning_924-SMOTE-1662069204
deeplearning_1668-SMOTE-1662080367
deeplearning_1795-SMOTE-1662082706
deeplearning_804-SMOTE-1662066486
deeplearning_945-SMOTE-1662069653
deeplearning_1624-SMOTE-1662079483
deeplearning_886-SMOTE-1662067969
deeplearning_1548-SMOTE-1662078412
deeplearning_792-SMOTE-1662066216
deeplearning_908-SMOTE-1662068897
deeplearning_1605-SMOTE-1662079222
deeplearning_918-SMOTE-1662069041
deeplearning_1789-SMOTE-1662082564
deeplearning_1477-SMOTE-1662076711
deeplearning_1592-SMOTE-1662079075
deeplearning_1759-SMOTE-1662082566
deeplearning_1814-SMOTE-1662083396
deeplearning_893-SMOTE-1662068115
deeplearning_650-SMOTE-1662054993
deeplearning_654-SMOTE-1662055057
deeplearning_1337-SMOTE-1662073270
deeplearning_1358-SMOTE-1662074017
deeplearning_1378-SMOTE-1662074395
deeplearning_1643-SMOTE-1662079734
deeplearning_1698-SMOTE-1662081020
deeplearning_560-SMOTE-1662053464
deeplearning_802-SMOTE-1662066471
deeplearning_840-SMOTE-1662067142
deeplearning_817-SMOTE-1662066682
deeplearning_853-SMOTE-1662067407
deeplearning_682-SMOTE-1662055972
deeplearning_1322-SMOTE-1662073164
deeplearning_1394-SMOTE-1662074747
deeplearning_1432-SMOTE-1662075564
deeplearning_1617-SMOTE-1662079404
deeplearning_1863-SMOTE-1662083963
deeplearning_781-SMOTE-1662065738
deeplearning_859-SMOTE-1662067475
deeplearning_1783-SMOTE-1662082564
deeplearning_811-SMOTE-1662066539
deeplearning_791-SMOTE-1662066213
deeplearning_824-SMOTE-1662066760
deeplearning_885-SMOTE-1662067964
deeplearning_1402-SMOTE-1662074835
deeplearning_1445-SMOTE-1662075930
deeplearning_1488-SMOTE-1662077047
deeplearning_1508-SMOTE-1662078063
deeplearning_1629-SMOTE-1662079525
deeplearning_1700-SMOTE-1662081047
deeplearning_1830-SMOTE-1662083545
deeplearning_1832-SMOTE-1662083560
deeplearning_710-SMOTE-1662056775
deeplearning_1724-SMOTE-1662081539
deeplearning_62-SMOTE-1662049276
deeplearning_729-SMOTE-1662057411
deeplearning_1427-SMOTE-1662075494
deeplearning_1453-SMOTE-1662076135
deeplearning_1472-SMOTE-1662076491
deeplearning_860-SMOTE-1662067476
deeplearning_686-SMOTE-1662056083
deeplearning_703-SMOTE-1662056530
deeplearning_707-SMOTE-1662056677
deeplearning_715-SMOTE-1662056872
deeplearning_1779-SMOTE-1662082565
deeplearning_1513-SMOTE-1662078063
deeplearning_406-SMOTE-1662052284
deeplearning_677-SMOTE-1662055758
deeplearning_915-SMOTE-1662069016
deeplearning_1460-SMOTE-1662076279
deeplearning_1653-SMOTE-1662079992
deeplearning_1670-SMOTE-1662080473
deeplearning_1673-SMOTE-1662080537
deeplearning_1706-SMOTE-1662081142
deeplearning_1823-SMOTE-1662083501
deeplearning_59-SMOTE-1662049250
deeplearning_833-SMOTE-1662066967
deeplearning_876-SMOTE-1662067801
deeplearning_90-SMOTE-1662049472
deeplearning_921-SMOTE-1662069065
deeplearning_1321-SMOTE-1662073132
deeplearning_1507-SMOTE-1662078064
deeplearning_1407-SMOTE-1662075012
deeplearning_1487-SMOTE-1662077013
deeplearning_1501-SMOTE-1662078062
deeplearning_1660-SMOTE-1662080153
deeplearning_1820-SMOTE-1662083470
deeplearning_678-SMOTE-1662055880
deeplearning_1727-SMOTE-1662081607
deeplearning_656-SMOTE-1662055073
deeplearning_887-SMOTE-1662068022
deeplearning_1496-SMOTE-1662077216
deeplearning_625-SMOTE-1662054560
deeplearning_709-SMOTE-1662056764
deeplearning_948-SMOTE-1662069877
deeplearning_1458-SMOTE-1662076260
deeplearning_1481-SMOTE-1662076830
deeplearning_1787-SMOTE-1662082564
deeplearning_1803-SMOTE-1662083309
deeplearning_681-SMOTE-1662055894
deeplearning_911-SMOTE-1662068959
deeplearning_839-SMOTE-1662067119
deeplearning_37-SMOTE-1662049073
deeplearning_1082-SMOTE-1662071817
deeplearning_706-SMOTE-1662056666
deeplearning_838-SMOTE-1662067087
deeplearning_1674-SMOTE-1662080574
deeplearning_1353-SMOTE-1662073768
deeplearning_1667-SMOTE-1662080342
deeplearning_484-SMOTE-1662052834
deeplearning_756-SMOTE-1662065738
deeplearning_1642-SMOTE-1662079723
deeplearning_737-SMOTE-1662057599
deeplearning_953-SMOTE-1662070250
deeplearning_771-SMOTE-1662065739
deeplearning_1338-SMOTE-1662073277
deeplearning_1347-SMOTE-1662073673
deeplearning_1362-SMOTE-1662074099
deeplearning_1398-SMOTE-1662074812
deeplearning_1404-SMOTE-1662074904
deeplearning_1087-SMOTE-1662071856
deeplearning_870-SMOTE-1662067613
deeplearning_773-SMOTE-1662065740
deeplearning_784-SMOTE-1662065739
deeplearning_1784-SMOTE-1662082566
deeplearning_780-SMOTE-1662065739
deeplearning_1333-SMOTE-1662073190
deeplearning_1343-SMOTE-1662073553
deeplearning_1352-SMOTE-1662073726
deeplearning_1397-SMOTE-1662074796
deeplearning_1400-SMOTE-1662074823
deeplearning_1553-SMOTE-1662078475
deeplearning_1696-SMOTE-1662080969
deeplearning_1717-SMOTE-1662081333
deeplearning_1782-SMOTE-1662082565
deeplearning_672-SMOTE-1662055685
deeplearning_734-SMOTE-1662057575
deeplearning_778-SMOTE-1662065737
deeplearning_1312-SMOTE-1662073019
deeplearning_1781-SMOTE-1662082566
deeplearning_1671-SMOTE-1662080473
deeplearning_751-SMOTE-1662065736
deeplearning_815-SMOTE-1662066648
deeplearning_950-SMOTE-1662070121
deeplearning_1307-SMOTE-1662072997
deeplearning_1388-SMOTE-1662074643
deeplearning_1464-SMOTE-1662076406
deeplearning_1473-SMOTE-1662076557
deeplearning_1502-SMOTE-1662078063
deeplearning_765-SMOTE-1662065739
deeplearning_964-SMOTE-1662070421
deeplearning_1486-SMOTE-1662076902
deeplearning_1569-SMOTE-1662078785
deeplearning_1574-SMOTE-1662078859
deeplearning_1649-SMOTE-1662079876
deeplearning_1672-SMOTE-1662080480
deeplearning_1690-SMOTE-1662080876
deeplearning_1072-SMOTE-1662071769
deeplearning_854-SMOTE-1662067410
deeplearning_1218-SMOTE-1662072512
deeplearning_1022-SMOTE-1662071526
deeplearning_545-SMOTE-1662053236
deeplearning_1277-SMOTE-1662072810
deeplearning_775-SMOTE-1662065737
deeplearning_861-SMOTE-1662067489
deeplearning_1299-SMOTE-1662072921
deeplearning_1340-SMOTE-1662073357
deeplearning_1351-SMOTE-1662073725
deeplearning_1884-SMOTE-1662084130
deeplearning_1695-SMOTE-1662080934
deeplearning_1342-SMOTE-1662073456
deeplearning_599-SMOTE-1662054155
deeplearning_758-SMOTE-1662065738
deeplearning_1429-SMOTE-1662075517
deeplearning_1636-SMOTE-1662079603
deeplearning_1663-SMOTE-1662080251
deeplearning_1669-SMOTE-1662080413
deeplearning_344-SMOTE-1662051874
deeplearning_742-SMOTE-1662057820
deeplearning_750-SMOTE-1662058062
deeplearning_790-SMOTE-1662065738
deeplearning_818-SMOTE-1662066695
deeplearning_1103-SMOTE-1662071914
deeplearning_574-SMOTE-1662053742
deeplearning_801-SMOTE-1662066451
deeplearning_851-SMOTE-1662067341
deeplearning_905-SMOTE-1662068573
deeplearning_1327-SMOTE-1662073176
deeplearning_1329-SMOTE-1662073179
deeplearning_1469-SMOTE-1662076461
deeplearning_1475-SMOTE-1662076617
deeplearning_1478-SMOTE-1662076729
deeplearning_1480-SMOTE-1662076819
deeplearning_1497-SMOTE-1662077268
deeplearning_1611-SMOTE-1662079309
deeplearning_1834-SMOTE-1662083593
deeplearning_1835-SMOTE-1662083620
deeplearning_690-SMOTE-1662056172
deeplearning_1811-SMOTE-1662083371
deeplearning_1714-SMOTE-1662081270
deeplearning_1201-SMOTE-1662072452
deeplearning_696-SMOTE-1662056337
deeplearning_816-SMOTE-1662066654
deeplearning_926-SMOTE-1662069247
deeplearning_1300-SMOTE-1662072948
deeplearning_1341-SMOTE-1662073449
deeplearning_1359-SMOTE-1662074038
deeplearning_1395-SMOTE-1662074771
deeplearning_1433-SMOTE-1662075573
deeplearning_1434-SMOTE-1662075636
deeplearning_1686-SMOTE-1662080821
deeplearning_1828-SMOTE-1662083528
deeplearning_866-SMOTE-1662067552
deeplearning_1113-SMOTE-1662071971
deeplearning_828-SMOTE-1662066858
deeplearning_1184-SMOTE-1662072353
deeplearning_462-SMOTE-1662052638
deeplearning_935-SMOTE-1662069478
deeplearning_894-SMOTE-1662068169
deeplearning_1302-SMOTE-1662072955
deeplearning_1308-SMOTE-1662072999
deeplearning_1368-SMOTE-1662074256
deeplearning_1392-SMOTE-1662074738
deeplearning_1627-SMOTE-1662079509
deeplearning_1632-SMOTE-1662079555
deeplearning_1677-SMOTE-1662080626
deeplearning_1742-SMOTE-1662081853
deeplearning_1751-SMOTE-1662082564
deeplearning_716-SMOTE-1662056967
deeplearning_759-SMOTE-1662065738
deeplearning_1459-SMOTE-1662076271
deeplearning_1621-SMOTE-1662079466
deeplearning_1833-SMOTE-1662083566
deeplearning_675-SMOTE-1662055694
deeplearning_1447-SMOTE-1662075955
deeplearning_702-SMOTE-1662056517
deeplearning_747-SMOTE-1662057938
deeplearning_1107-SMOTE-1662071951
deeplearning_542-SMOTE-1662053230
deeplearning_770-SMOTE-1662065739
deeplearning_808-SMOTE-1662066503
deeplearning_1505-SMOTE-1662078063
deeplearning_1664-SMOTE-1662080285
deeplearning_1793-SMOTE-1662082695
deeplearning_1029-SMOTE-1662071525
deeplearning_1161-SMOTE-1662072243
deeplearning_728-SMOTE-1662057339
deeplearning_663-SMOTE-1662055375
deeplearning_952-SMOTE-1662070245
deeplearning_1509-SMOTE-1662078063
deeplearning_1512-SMOTE-1662078063
deeplearning_1655-SMOTE-1662080011
deeplearning_1766-SMOTE-1662082565
deeplearning_1052-SMOTE-1662071684
deeplearning_1061-SMOTE-1662071719
deeplearning_814-SMOTE-1662066620
deeplearning_972-SMOTE-1662070584
deeplearning_1456-SMOTE-1662076243
deeplearning_1276-SMOTE-1662072809
deeplearning_1269-SMOTE-1662072808
deeplearning_1014-SMOTE-1662071524
deeplearning_810-SMOTE-1662066535
deeplearning_1377-SMOTE-1662074379
deeplearning_573-SMOTE-1662053734
deeplearning_695-SMOTE-1662056299
deeplearning_755-SMOTE-1662065739
deeplearning_1424-SMOTE-1662075389
deeplearning_1438-SMOTE-1662075685
deeplearning_1495-SMOTE-1662077185
deeplearning_1517-SMOTE-1662078065
deeplearning_1179-SMOTE-1662072328
deeplearning_1077-SMOTE-1662071784
deeplearning_1101-SMOTE-1662071905
deeplearning_732-SMOTE-1662057468
deeplearning_1568-SMOTE-1662078779
deeplearning_1746-SMOTE-1662081949
deeplearning_1098-SMOTE-1662071900
deeplearning_596-SMOTE-1662054106
deeplearning_1773-SMOTE-1662082566
deeplearning_1860-SMOTE-1662083938
deeplearning_670-SMOTE-1662055621
deeplearning_733-SMOTE-1662057490
deeplearning_579-SMOTE-1662053850
deeplearning_760-SMOTE-1662065738
deeplearning_1381-SMOTE-1662074516
deeplearning_1457-SMOTE-1662076251
deeplearning_1485-SMOTE-1662076901
deeplearning_1510-SMOTE-1662078064
deeplearning_1557-SMOTE-1662078609
deeplearning_1582-SMOTE-1662078969
deeplearning_1619-SMOTE-1662079445
deeplearning_1733-SMOTE-1662081695
deeplearning_973-SMOTE-1662070593
deeplearning_879-SMOTE-1662067853
deeplearning_1210-SMOTE-1662072491
deeplearning_849-SMOTE-1662067336
deeplearning_1243-SMOTE-1662072607
deeplearning_1260-SMOTE-1662072809
deeplearning_916-SMOTE-1662069018
deeplearning_965-SMOTE-1662070421
deeplearning_1104-SMOTE-1662071924
deeplearning_1207-SMOTE-1662072480
deeplearning_1271-SMOTE-1662072809
deeplearning_1356-SMOTE-1662073928
deeplearning_1363-SMOTE-1662074112
deeplearning_1449-SMOTE-1662075977
deeplearning_1346-SMOTE-1662073639
deeplearning_1431-SMOTE-1662075557
deeplearning_1476-SMOTE-1662076693
deeplearning_1499-SMOTE-1662077318
deeplearning_1588-SMOTE-1662079009
deeplearning_1739-SMOTE-1662081833
deeplearning_991-SMOTE-1662070964
deeplearning_1048-SMOTE-1662071662
deeplearning_1123-SMOTE-1662072032
deeplearning_1093-SMOTE-1662071882
deeplearning_1222-SMOTE-1662072521
deeplearning_752-SMOTE-1662065740
deeplearning_869-SMOTE-1662067583
deeplearning_891-SMOTE-1662068077
deeplearning_1157-SMOTE-1662072211
