layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time
2,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,1-SMOTE-1662048834,0.901049416555721,0.746004730463028,0.901049416555721,0.872612102953756,0.929486730157686,0.834070796460177,0.756637168141593,0.911504424778761,0.895287958115183,0.789272030651341,0.820143884892086,0.823076923076923,0.773333333333333,0.890909090909091,0.90625,0.742424242424242,0.834532374100719,0.856060606060606,0.816326530612245,0.879518072289157,0.8,0.890243902439025,0.808080808080808,deeplearning_1-SMOTE-1662048834,TRUE,1.3133042772611
3,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,2-SMOTE-1662048834,0.923006891690814,0.621606945991516,0.923006891690814,0.899465100222064,0.946548683159563,0.849557522123894,0.800884955752212,0.898230088495575,0.887254901960784,0.818548387096774,0.841860465116279,0.830769230769231,0.826666666666667,0.836363636363636,0.873239436619718,0.779661016949153,0.849315068493151,0.833333333333333,0.816326530612245,0.843373493975904,0.754716981132076,0.886075949367089,0.784313725490196,deeplearning_2-SMOTE-1662048834,TRUE,1.29577711423238
4,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,3-SMOTE-1662048834,0.924308873051923,0.331034108996391,0.924308873051923,0.901635806842238,0.946981939261607,0.845132743362832,0.876106194690266,0.814159292035398,0.825,0.867924528301887,0.849785407725322,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.848484848484848,0.897959183673469,0.819277108433735,0.745762711864407,0.931506849315068,0.814814814814815,deeplearning_3-SMOTE-1662048834,TRUE,52.9984750747681
5,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,4-SMOTE-1662048834,0.931366982535829,0.382658541202545,0.931366982535829,0.909507201240541,0.953226763831117,0.856194690265487,0.871681415929204,0.84070796460177,0.84549356223176,0.867579908675799,0.85838779956427,0.830769230769231,0.84,0.818181818181818,0.863013698630137,0.789473684210526,0.851351351351351,0.825757575757576,0.897959183673469,0.783132530120482,0.709677419354839,0.928571428571428,0.792792792792793,deeplearning_4-SMOTE-1662048834,TRUE,49.8293974399567
6,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,5-SMOTE-1662048834,0.931944553214817,0.502598464488983,0.931944553214817,0.909990667543379,0.953898438886255,0.860619469026549,0.849557522123894,0.871681415929204,0.868778280542987,0.852813852813853,0.859060402684564,0.838461538461539,0.84,0.836363636363636,0.875,0.793103448275862,0.857142857142857,0.795454545454545,0.816326530612245,0.783132530120482,0.689655172413793,0.878378378378378,0.747663551401869,deeplearning_5-SMOTE-1662048834,TRUE,44.8282339572906
7,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,6-SMOTE-1662048834,0.925003915733417,0.387118428945541,0.925003915733417,0.902269109860406,0.947738721606428,0.842920353982301,0.84070796460177,0.845132743362832,0.844444444444445,0.841409691629956,0.842572062084257,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.848484848484848,0.918367346938776,0.807228915662651,0.737704918032787,0.943661971830986,0.818181818181818,deeplearning_6-SMOTE-1662048834,TRUE,53.3146903514862
8,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,7-SMOTE-1662048834,0.927754718458767,0.374188631772995,0.927754718458767,0.905362741092908,0.950146695824627,0.847345132743363,0.867256637168142,0.827433628318584,0.834042553191489,0.861751152073733,0.850325379609545,0.861538461538462,0.88,0.836363636363636,0.88,0.836363636363636,0.88,0.810606060606061,0.897959183673469,0.759036144578313,0.6875,0.926470588235294,0.778761061946903,deeplearning_7-SMOTE-1662048834,TRUE,37.4515175819397
9,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,8-SMOTE-1662048834,0.939110345367687,0.549044698476791,0.939110345367687,0.918692591443196,0.959528099292179,0.867256637168142,0.831858407079646,0.902654867256637,0.895238095238095,0.84297520661157,0.862385321100918,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.840909090909091,0.857142857142857,0.831325301204819,0.75,0.907894736842105,0.8,deeplearning_8-SMOTE-1662048834,TRUE,46.9912936687469
10,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,9-SMOTE-1662048834,0.938425092019735,0.55289614200592,0.938425092019735,0.918329390130963,0.958520793908508,0.867256637168142,0.84070796460177,0.893805309734513,0.88785046728972,0.848739495798319,0.863636363636364,0.869230769230769,0.853333333333333,0.890909090909091,0.914285714285714,0.816666666666667,0.882758620689655,0.833333333333333,0.897959183673469,0.795180722891566,0.721311475409836,0.929577464788732,0.8,deeplearning_9-SMOTE-1662048834,TRUE,43.6013600826263
2,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,10-SMOTE-1662048834,0.901617197901167,0.571183621883392,0.901617197901167,0.872825266349215,0.930409129453119,0.842920353982301,0.805309734513274,0.880530973451327,0.870813397129187,0.818930041152263,0.836781609195402,0.869230769230769,0.866666666666667,0.872727272727273,0.902777777777778,0.827586206896552,0.884353741496599,0.863636363636364,0.897959183673469,0.843373493975904,0.771929824561404,0.933333333333333,0.830188679245283,deeplearning_10-SMOTE-1662048834,TRUE,1.30652615626653
3,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,11-SMOTE-1662048872,0.927872190461273,0.488792657852173,0.927872190461273,0.904213170407301,0.951531210515246,0.86283185840708,0.86283185840708,0.86283185840708,0.86283185840708,0.86283185840708,0.86283185840708,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.795454545454545,0.877551020408163,0.746987951807229,0.671875,0.911764705882353,0.761061946902655,deeplearning_11-SMOTE-1662048872,TRUE,2.43757346073786
4,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,12-SMOTE-1662048878,0.932277390555251,0.513833999633789,0.932277390555251,0.909807396981755,0.954747384128747,0.876106194690266,0.867256637168142,0.88495575221239,0.882882882882883,0.869565217391304,0.875,0.853846153846154,0.853333333333333,0.854545454545455,0.888888888888889,0.810344827586207,0.870748299319728,0.810606060606061,0.877551020408163,0.771084337349398,0.693548387096774,0.914285714285714,0.774774774774775,deeplearning_12-SMOTE-1662048878,TRUE,2.21701168219248
5,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,13-SMOTE-1662048879,0.927852611794189,0.477784812450409,0.927852611794189,0.904833636857955,0.950871586730423,0.869469026548673,0.853982300884956,0.88495575221239,0.881278538812785,0.858369098712447,0.867415730337079,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.833333333333333,0.857142857142857,0.819277108433735,0.736842105263158,0.906666666666666,0.792452830188679,deeplearning_13-SMOTE-1662048879,TRUE,2.15098377068837
6,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,14-SMOTE-1662048881,0.92812671313337,0.504322171211243,0.92812671313337,0.905015353573806,0.951238072692934,0.865044247787611,0.845132743362832,0.88495575221239,0.880184331797235,0.851063829787234,0.862302483069978,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.803030303030303,0.877551020408163,0.759036144578313,0.682539682539682,0.91304347826087,0.767857142857143,deeplearning_14-SMOTE-1662048881,TRUE,2.28021879990896
7,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,15-SMOTE-1662048884,0.922860051687681,0.486920684576035,0.922860051687681,0.898973011294015,0.946747092081347,0.856194690265487,0.845132743362832,0.867256637168142,0.864253393665159,0.848484848484848,0.854586129753915,0.853846153846154,0.866666666666667,0.836363636363636,0.878378378378378,0.821428571428571,0.87248322147651,0.818181818181818,0.918367346938776,0.759036144578313,0.692307692307692,0.940298507462687,0.789473684210526,deeplearning_15-SMOTE-1662048884,TRUE,1.46204230388006
8,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,16-SMOTE-1662048887,0.930867726525178,0.557569921016693,0.930867726525178,0.908473222024488,0.953262231025868,0.869469026548673,0.86283185840708,0.876106194690266,0.874439461883408,0.864628820960699,0.868596881959911,0.846153846153846,0.84,0.854545454545455,0.887323943661972,0.796610169491525,0.863013698630137,0.818181818181818,0.857142857142857,0.795180722891566,0.711864406779661,0.904109589041096,0.777777777777778,deeplearning_16-SMOTE-1662048887,TRUE,2.42634505033493
9,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,17-SMOTE-1662048887,0.930534889184744,0.545498788356781,0.930534889184744,0.908041829088577,0.953027949280911,0.869469026548673,0.858407079646018,0.880530973451327,0.877828054298643,0.861471861471861,0.868008948545861,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.795454545454545,0.836734693877551,0.771084337349398,0.683333333333333,0.888888888888889,0.752293577981651,deeplearning_17-SMOTE-1662048887,TRUE,1.83239713509878
10,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,18-SMOTE-1662048912,0.927656825123346,0.506242021918297,0.927656825123346,0.904296653481198,0.951016996765493,0.865044247787611,0.853982300884956,0.876106194690266,0.873303167420815,0.857142857142857,0.863534675615212,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.818181818181818,0.877551020408163,0.783132530120482,0.704918032786885,0.915492957746479,0.781818181818182,deeplearning_18-SMOTE-1662048912,TRUE,1.94501163562139
2,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,19-SMOTE-1662048913,0.89838671783225,0.627534985542297,0.89838671783225,0.869329539491587,0.927443896172913,0.831858407079646,0.800884955752212,0.86283185840708,0.85377358490566,0.8125,0.82648401826484,0.838461538461539,0.84,0.836363636363636,0.875,0.793103448275862,0.857142857142857,0.856060606060606,0.897959183673469,0.831325301204819,0.758620689655173,0.932432432432432,0.822429906542056,deeplearning_19-SMOTE-1662048913,TRUE,36.0202116966248
3,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,20-SMOTE-1662048913,0.925248649071971,0.582765877246857,0.925248649071971,0.902375575044441,0.948121723099501,0.858407079646018,0.827433628318584,0.889380530973451,0.882075471698113,0.8375,0.853881278538813,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.833333333333333,0.836734693877551,0.831325301204819,0.745454545454546,0.896103896103896,0.788461538461539,deeplearning_20-SMOTE-1662048913,TRUE,1.5346919576327
4,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,21-SMOTE-1662048949,0.931494243871877,0.368351250886917,0.931494243871877,0.910044069964016,0.952944417779738,0.858407079646018,0.871681415929204,0.845132743362832,0.849137931034483,0.868181818181818,0.860262008733625,0.815384615384615,0.84,0.781818181818182,0.84,0.781818181818182,0.84,0.803030303030303,0.918367346938776,0.734939759036145,0.671641791044776,0.938461538461539,0.775862068965517,deeplearning_21-SMOTE-1662048949,TRUE,1.19083803494771
5,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,22-SMOTE-1662048972,0.925033283734043,0.474266588687897,0.925033283734043,0.901999835654236,0.948066731813851,0.851769911504425,0.84070796460177,0.86283185840708,0.859728506787331,0.844155844155844,0.850111856823266,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.833333333333333,0.857142857142857,0.819277108433735,0.736842105263158,0.906666666666666,0.792452830188679,deeplearning_22-SMOTE-1662048972,TRUE,50.7872664928436
6,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,23-SMOTE-1662048997,0.924622131725272,0.651616334915161,0.924622131725272,0.901791629181383,0.947452634269162,0.845132743362832,0.800884955752212,0.889380530973451,0.878640776699029,0.817073170731707,0.837962962962963,0.807692307692308,0.786666666666667,0.836363636363636,0.867647058823529,0.741935483870968,0.825174825174825,0.840909090909091,0.836734693877551,0.843373493975904,0.759259259259259,0.897435897435898,0.796116504854369,deeplearning_23-SMOTE-1662048997,TRUE,1.08876933256785
7,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,24-SMOTE-1662049005,0.927578510455008,0.435349613428116,0.927578510455008,0.905090581419031,0.950066439490985,0.858407079646018,0.853982300884956,0.86283185840708,0.861607142857143,0.855263157894737,0.857777777777778,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.856060606060606,0.877551020408163,0.843373493975904,0.767857142857143,0.921052631578947,0.819047619047619,deeplearning_24-SMOTE-1662049005,TRUE,1.12817754348119
8,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,25-SMOTE-1662049008,0.933745790586577,0.343232929706574,0.933745790586577,0.912748499261069,0.954743081912085,0.858407079646018,0.876106194690266,0.84070796460177,0.846153846153846,0.871559633027523,0.860869565217391,0.838461538461539,0.866666666666667,0.8,0.855263157894737,0.814814814814815,0.860927152317881,0.810606060606061,0.897959183673469,0.759036144578313,0.6875,0.926470588235294,0.778761061946903,deeplearning_25-SMOTE-1662049008,TRUE,1.07585206826528
9,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,26-SMOTE-1662049011,0.923545305035633,0.533236920833588,0.923545305035633,0.899749837155568,0.947340772915699,0.858407079646018,0.836283185840708,0.880530973451327,0.875,0.843220338983051,0.855203619909502,0.830769230769231,0.813333333333333,0.854545454545455,0.884057971014493,0.770491803278689,0.847222222222222,0.833333333333333,0.857142857142857,0.819277108433735,0.736842105263158,0.906666666666666,0.792452830188679,deeplearning_26-SMOTE-1662049011,TRUE,1.01604127089183
10,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,27-SMOTE-1662049018,0.933471689247396,0.524709150195122,0.933471689247396,0.912360320470141,0.954583058024651,0.853982300884956,0.845132743362832,0.86283185840708,0.86036036036036,0.847826086956522,0.852678571428571,0.861538461538462,0.84,0.890909090909091,0.913043478260869,0.80327868852459,0.875,0.818181818181818,0.816326530612245,0.819277108433735,0.727272727272727,0.883116883116883,0.769230769230769,deeplearning_27-SMOTE-1662049018,TRUE,52.7253096103668
2,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,28-SMOTE-1662049018,0.906296499334325,0.298842832446098,0.906296499334325,0.878956127337116,0.933636871331534,0.831858407079646,0.853982300884956,0.809734513274336,0.817796610169492,0.847222222222222,0.835497835497836,0.853846153846154,0.853333333333333,0.854545454545455,0.888888888888889,0.810344827586207,0.870748299319728,0.833333333333333,0.897959183673469,0.795180722891566,0.721311475409836,0.929577464788732,0.8,deeplearning_28-SMOTE-1662049018,TRUE,56.7526502609253
3,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,29-SMOTE-1662049020,0.919306523611873,0.515143498778343,0.919306523611873,0.894979643723083,0.943633403500662,0.84070796460177,0.800884955752212,0.880530973451327,0.870192307692308,0.815573770491803,0.834101382488479,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.856060606060606,0.857142857142857,0.855421686746988,0.777777777777778,0.91025641025641,0.815533980582524,deeplearning_29-SMOTE-1662049020,TRUE,1.1934934536616
4,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,30-SMOTE-1662049023,0.939404025373953,0.424689084291458,0.939404025373953,0.919339939410529,0.959468111337376,0.860619469026549,0.853982300884956,0.867256637168142,0.865470852017937,0.85589519650655,0.859688195991091,0.876923076923077,0.866666666666667,0.890909090909091,0.915492957746479,0.830508474576271,0.89041095890411,0.825757575757576,0.897959183673469,0.783132530120482,0.709677419354839,0.928571428571428,0.792792792792793,deeplearning_30-SMOTE-1662049023,TRUE,1.64385154247284
5,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,31-SMOTE-1662049029,0.925229070404887,0.322517961263657,0.925229070404887,0.901827067082613,0.948631073727161,0.853982300884956,0.853982300884956,0.853982300884956,0.853982300884956,0.853982300884956,0.853982300884956,0.838461538461539,0.88,0.781818181818182,0.846153846153846,0.826923076923077,0.862745098039216,0.848484848484848,0.897959183673469,0.819277108433735,0.745762711864407,0.931506849315068,0.814814814814815,deeplearning_31-SMOTE-1662049029,TRUE,59.4280281066895
6,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,32-SMOTE-1662049033,0.935390398621662,0.702887952327728,0.935390398621662,0.914356979738623,0.956423817504701,0.860619469026549,0.792035398230089,0.929203539823009,0.917948717948718,0.817120622568093,0.850356294536817,0.861538461538462,0.84,0.890909090909091,0.913043478260869,0.80327868852459,0.875,0.818181818181818,0.795918367346939,0.831325301204819,0.735849056603774,0.873417721518987,0.764705882352941,deeplearning_32-SMOTE-1662049033,TRUE,1.6629496494929
7,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,33-SMOTE-1662049063,0.942967342783303,0.463101208209992,0.942967342783303,0.923775411827385,0.962159273739222,0.878318584070797,0.880530973451327,0.876106194690266,0.876651982378855,0.88,0.878587196467991,0.853846153846154,0.853333333333333,0.854545454545455,0.888888888888889,0.810344827586207,0.870748299319728,0.810606060606061,0.857142857142857,0.783132530120482,0.7,0.902777777777778,0.770642201834862,deeplearning_33-SMOTE-1662049063,TRUE,1.02968359390895
8,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,34-SMOTE-1662049071,0.931200563865612,0.573875844478607,0.931200563865612,0.909149830185545,0.953251297545679,0.86283185840708,0.827433628318584,0.898230088495575,0.890476190476191,0.838842975206612,0.857798165137615,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.818181818181818,0.795918367346939,0.831325301204819,0.735849056603774,0.873417721518987,0.764705882352941,deeplearning_34-SMOTE-1662049071,TRUE,42.9880421161652
9,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,35-SMOTE-1662049072,0.936251859973373,0.410461813211441,0.936251859973373,0.915628723842821,0.956874996103925,0.865044247787611,0.880530973451327,0.849557522123894,0.854077253218884,0.876712328767123,0.867102396514161,0.823076923076923,0.826666666666667,0.818181818181818,0.861111111111111,0.775862068965517,0.843537414965986,0.833333333333333,0.857142857142857,0.819277108433735,0.736842105263158,0.906666666666666,0.792452830188679,deeplearning_35-SMOTE-1662049072,TRUE,52.1208729743958
10,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,36-SMOTE-1662049073,0.936878377320072,0.397805839776993,0.936878377320072,0.916319564191293,0.957437190448851,0.865044247787611,0.86283185840708,0.867256637168142,0.866666666666667,0.863436123348018,0.864745011086475,0.853846153846154,0.88,0.818181818181818,0.868421052631579,0.833333333333333,0.874172185430464,0.825757575757576,0.897959183673469,0.783132530120482,0.709677419354839,0.928571428571428,0.792792792792793,deeplearning_36-SMOTE-1662049073,TRUE,41.1327049732208
