layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time
2,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1414-SMOTE-1662075145,0.837722217871407,0.515722662210465,0.837722217871407,0.800991483464484,0.87445295227833,0.223451327433628,0.18141592920354,0.265486725663717,0.198067632850242,0.244897959183673,0.189376443418014,0.169230769230769,0.106666666666667,0.254545454545455,0.163265306122449,0.17283950617284,0.129032258064516,0.169230769230769,0.106666666666667,0.254545454545455,0.163265306122449,0.17283950617284,0.129032258064516,deeplearning_1414-SMOTE-1662075145,FALSE,11.8459010044734
3,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1415-SMOTE-1662075167,0.365044247787611,-Inf,0.634955752212389,0.60142618341711,0.668485321007669,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1415-SMOTE-1662075167,FALSE,7.84863242705663
4,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1416-SMOTE-1662075253,0.84250920197353,0.516463741660118,0.84250920197353,0.806613091092439,0.878405312854621,0.756637168141593,0.765486725663717,0.747787610619469,0.752173913043478,0.761261261261261,0.758771929824562,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1416-SMOTE-1662075253,TRUE,26.5127162575722
5,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1417-SMOTE-1662075263,0.830311692379983,0.467293679714203,0.830311692379983,0.792321292810744,0.868302091949222,0.774336283185841,0.792035398230089,0.756637168141593,0.764957264957265,0.784403669724771,0.778260869565218,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1417-SMOTE-1662075263,TRUE,22.0438375473022
6,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1418-SMOTE-1662075264,0.823498316234631,0.468546748161316,0.823498316234631,0.785564845846845,0.861431786622416,0.758849557522124,0.787610619469027,0.730088495575221,0.744769874476988,0.774647887323944,0.765591397849462,0.823076923076923,0.893333333333333,0.727272727272727,0.817073170731707,0.833333333333333,0.853503184713376,0.823076923076923,0.893333333333333,0.727272727272727,0.817073170731707,0.833333333333333,0.853503184713376,deeplearning_1418-SMOTE-1662075264,TRUE,27.1747483849525
7,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1419-SMOTE-1662075284,0.827707729657765,0.494104221463203,0.827707729657765,0.790393862650088,0.865021596665442,0.747787610619469,0.787610619469027,0.707964601769912,0.729508196721312,0.769230769230769,0.757446808510638,0.8,0.88,0.690909090909091,0.795180722891566,0.808510638297872,0.835443037974684,0.8,0.88,0.690909090909091,0.795180722891566,0.808510638297872,0.835443037974684,deeplearning_1419-SMOTE-1662075284,TRUE,19.9074013789495
8,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1420-SMOTE-1662075312,0.701826689638969,0.621763586997986,0.701826689638969,0.653793163899441,0.749860215378497,0.663716814159292,0.588495575221239,0.738938053097345,0.692708333333333,0.642307692307692,0.636363636363637,0.715384615384615,0.666666666666667,0.781818181818182,0.806451612903226,0.632352941176471,0.72992700729927,0.715384615384615,0.666666666666667,0.781818181818182,0.806451612903226,0.632352941176471,0.72992700729927,deeplearning_1420-SMOTE-1662075312,FALSE,23.0192492206891
9,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1421-SMOTE-1662075331,0.705673897721043,0.619013696908951,0.705673897721043,0.657873689135812,0.753474106306274,0.661504424778761,0.588495575221239,0.734513274336283,0.689119170984456,0.640926640926641,0.634844868735084,0.723076923076923,0.68,0.781818181818182,0.80952380952381,0.64179104477612,0.739130434782609,0.723076923076923,0.68,0.781818181818182,0.80952380952381,0.64179104477612,0.739130434782609,deeplearning_1421-SMOTE-1662075331,FALSE,17.2465033491453
10,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1422-SMOTE-1662075335,0.822538961547498,0.489123612642288,0.822538961547498,0.783863754006701,0.861214169088295,0.767699115044248,0.787610619469027,0.747787610619469,0.757446808510638,0.778801843317972,0.772234273318872,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1422-SMOTE-1662075335,TRUE,18.7728681484858
2,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1423-SMOTE-1662075360,0.715541545931553,0.632263332605362,0.715541545931553,0.66824138422987,0.762841707633236,0.668141592920354,0.579646017699115,0.756637168141593,0.704301075268817,0.642857142857143,0.635922330097087,0.723076923076923,0.653333333333333,0.818181818181818,0.830508474576271,0.633802816901409,0.73134328358209,0.723076923076923,0.653333333333333,0.818181818181818,0.830508474576271,0.633802816901409,0.73134328358209,deeplearning_1423-SMOTE-1662075360,FALSE,18.0719486792882
3,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1424-SMOTE-1662075389,0.840864593938445,0.35305243730545,0.840864593938445,0.804186451974736,0.877542735902154,0.783185840707965,0.858407079646018,0.707964601769912,0.746153846153846,0.833333333333333,0.798353909465021,0.815384615384615,0.906666666666667,0.690909090909091,0.8,0.844444444444444,0.85,0.815384615384615,0.906666666666667,0.690909090909091,0.8,0.844444444444444,0.85,deeplearning_1424-SMOTE-1662075389,TRUE,23.1008816838264
4,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1425-SMOTE-1662075432,0.825906492286005,0.508257389068604,0.825906492286005,0.787631559859663,0.864181424712347,0.767699115044248,0.787610619469027,0.747787610619469,0.757446808510638,0.778801843317972,0.772234273318872,0.807692307692308,0.853333333333333,0.745454545454546,0.82051282051282,0.788461538461539,0.836601307189543,0.807692307692308,0.853333333333333,0.745454545454546,0.82051282051282,0.788461538461539,0.836601307189543,deeplearning_1425-SMOTE-1662075432,TRUE,13.5170505682627
5,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1426-SMOTE-1662075443,0.828823713681573,0.521063029766083,0.828823713681573,0.790933569233741,0.866713858129404,0.774336283185841,0.792035398230089,0.756637168141593,0.764957264957265,0.784403669724771,0.778260869565218,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,deeplearning_1426-SMOTE-1662075443,TRUE,17.46701729695
6,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1427-SMOTE-1662075494,0.83665518051531,0.456294298171997,0.83665518051531,0.799740016898914,0.873570344131707,0.776548672566372,0.805309734513274,0.747787610619469,0.761506276150628,0.793427230046948,0.782795698924731,0.838461538461539,0.906666666666667,0.745454545454546,0.829268292682927,0.854166666666667,0.866242038216561,0.838461538461539,0.906666666666667,0.745454545454546,0.829268292682927,0.854166666666667,0.866242038216561,deeplearning_1427-SMOTE-1662075494,TRUE,14.1055505156517
7,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1428-SMOTE-1662075495,0.829371916359934,0.526847898960114,0.829371916359934,0.791528138087442,0.867215694632426,0.774336283185841,0.787610619469027,0.761061946902655,0.767241379310345,0.781818181818182,0.777292576419214,0.784615384615385,0.84,0.709090909090909,0.79746835443038,0.764705882352941,0.818181818181818,0.784615384615385,0.84,0.709090909090909,0.79746835443038,0.764705882352941,0.818181818181818,deeplearning_1428-SMOTE-1662075495,TRUE,22.0662811597188
8,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1429-SMOTE-1662075517,0.84057091393218,0.446928262710571,0.84057091393218,0.804218758501453,0.876923069362906,0.783185840707965,0.827433628318584,0.738938053097345,0.760162601626016,0.810679611650486,0.792372881355932,0.823076923076923,0.906666666666667,0.709090909090909,0.80952380952381,0.847826086956522,0.855345911949686,0.823076923076923,0.906666666666667,0.709090909090909,0.80952380952381,0.847826086956522,0.855345911949686,deeplearning_1429-SMOTE-1662075517,TRUE,14.1572742938995
9,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1430-SMOTE-1662075519,0.517699115044248,0.534223139286041,0.482300884955752,0.436394434132497,0.528207335779007,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1430-SMOTE-1662075519,FALSE,7.40803175767263
10,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1431-SMOTE-1662075557,0.839024199232516,0.539488554000855,0.839024199232516,0.802299387576412,0.875749010888621,0.778761061946903,0.787610619469027,0.769911504424779,0.773913043478261,0.783783783783784,0.780701754385965,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1431-SMOTE-1662075557,TRUE,14.6398585557938
2,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1432-SMOTE-1662075564,0.835940559166732,0.452676624059677,0.835940559166732,0.798990834479061,0.872890283854403,0.780973451327434,0.831858407079646,0.730088495575221,0.755020080321285,0.812807881773399,0.791578947368421,0.838461538461539,0.92,0.727272727272727,0.821428571428571,0.869565217391304,0.867924528301887,0.838461538461539,0.92,0.727272727272727,0.821428571428571,0.869565217391304,0.867924528301887,deeplearning_1432-SMOTE-1662075564,TRUE,14.9386583646139
3,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1433-SMOTE-1662075573,0.83570561516172,0.45343142747879,0.83570561516172,0.798692448409429,0.872718781914011,0.778761061946903,0.814159292035398,0.743362831858407,0.760330578512397,0.8,0.786324786324786,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,deeplearning_1433-SMOTE-1662075573,TRUE,16.3983068148295
4,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1434-SMOTE-1662075636,0.835891612499021,0.505450904369354,0.835891612499021,0.798941984474961,0.872841240523082,0.778761061946903,0.800884955752212,0.756637168141593,0.766949152542373,0.791666666666667,0.783549783549784,0.823076923076923,0.893333333333333,0.727272727272727,0.817073170731707,0.833333333333333,0.853503184713376,0.823076923076923,0.893333333333333,0.727272727272727,0.817073170731707,0.833333333333333,0.853503184713376,deeplearning_1434-SMOTE-1662075636,TRUE,16.3457646965981
5,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1435-SMOTE-1662075638,0.829293601691597,0.452822148799896,0.829293601691597,0.791229858258385,0.867357345124809,0.77212389380531,0.792035398230089,0.752212389380531,0.761702127659574,0.783410138248848,0.776572668112798,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1435-SMOTE-1662075638,TRUE,17.8724950114886
6,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1436-SMOTE-1662075663,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1436-SMOTE-1662075663,FALSE,19.8903223991394
7,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1437-SMOTE-1662075674,0.84039470592842,0.509334146976471,0.84039470592842,0.804169968854024,0.876619443002817,0.22787610619469,0.247787610619469,0.207964601769912,0.238297872340426,0.216589861751152,0.24295010845987,0.2,0.213333333333333,0.181818181818182,0.262295081967213,0.144927536231884,0.235294117647059,0.2,0.213333333333333,0.181818181818182,0.262295081967213,0.144927536231884,0.235294117647059,deeplearning_1437-SMOTE-1662075674,FALSE,4.2669358253479
8,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1438-SMOTE-1662075685,0.845446002036182,0.613023340702057,0.845446002036182,0.809436498492331,0.881455505580032,0.783185840707965,0.756637168141593,0.809734513274336,0.799065420560748,0.76890756302521,0.777272727272727,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,deeplearning_1438-SMOTE-1662075685,TRUE,17.4031876007716
9,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1439-SMOTE-1662075691,0.838162737880805,0.432474106550217,0.838162737880805,0.801212579826221,0.875112895935389,0.778761061946903,0.831858407079646,0.725663716814159,0.752,0.811881188118812,0.789915966386555,0.807692307692308,0.88,0.709090909090909,0.804878048780488,0.8125,0.840764331210191,0.807692307692308,0.88,0.709090909090909,0.804878048780488,0.8125,0.840764331210191,deeplearning_1439-SMOTE-1662075691,TRUE,22.750280547142
10,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1440-SMOTE-1662075856,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1440-SMOTE-1662075856,FALSE,7.04793965816498
2,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1441-SMOTE-1662075858,0.829646017699115,0.545057773590088,0.829646017699115,0.792026623993305,0.867265411404925,0.767699115044248,0.738938053097345,0.79646017699115,0.784037558685446,0.753138075313808,0.760820045558087,0.769230769230769,0.8,0.727272727272727,0.8,0.727272727272727,0.8,0.769230769230769,0.8,0.727272727272727,0.8,0.727272727272727,0.8,deeplearning_1441-SMOTE-1662075858,TRUE,27.6259724060694
3,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1442-SMOTE-1662075882,0.508673349518365,0.619671940803528,0.508673349518365,0.455189112067431,0.562157586969299,0.466814159292035,0.274336283185841,0.65929203539823,0.446043165467626,0.476038338658147,0.33972602739726,0.384615384615385,0.2,0.636363636363636,0.428571428571428,0.368421052631579,0.272727272727273,0.384615384615385,0.2,0.636363636363636,0.428571428571428,0.368421052631579,0.272727272727273,deeplearning_1442-SMOTE-1662075882,FALSE,6.48299405574799
4,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1443-SMOTE-1662075885,0.826161014958102,0.544340908527374,0.826161014958102,0.78864836780566,0.863673662110544,0.747787610619469,0.730088495575221,0.765486725663717,0.756880733944954,0.739316239316239,0.743243243243243,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,0.815384615384615,0.853333333333333,0.763636363636364,0.831168831168831,0.792452830188679,0.842105263157895,deeplearning_1443-SMOTE-1662075885,TRUE,27.4707042336464
5,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1444-SMOTE-1662075887,0.513215600281933,0.509882390499115,0.486784399718067,0.474696479361194,0.49887232007494,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1444-SMOTE-1662075887,FALSE,6.07672457297643
6,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1445-SMOTE-1662075930,0.836850967186154,0.493420600891113,0.836850967186154,0.79970132165622,0.874000612716088,0.778761061946903,0.787610619469027,0.769911504424779,0.773913043478261,0.783783783783784,0.780701754385965,0.838461538461539,0.866666666666667,0.8,0.855263157894737,0.814814814814815,0.860927152317881,0.838461538461539,0.866666666666667,0.8,0.855263157894737,0.814814814814815,0.860927152317881,deeplearning_1445-SMOTE-1662075930,TRUE,20.6401582360268
7,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1446-SMOTE-1662075946,0.777224136580782,0.516287624835968,0.777224136580782,0.734736939865672,0.819711333295891,0.721238938053097,0.699115044247788,0.743362831858407,0.731481481481482,0.711864406779661,0.714932126696833,0.7,0.706666666666667,0.690909090909091,0.757142857142857,0.633333333333333,0.731034482758621,0.7,0.706666666666667,0.690909090909091,0.757142857142857,0.633333333333333,0.731034482758621,deeplearning_1446-SMOTE-1662075946,TRUE,7.67048821051915
8,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1447-SMOTE-1662075955,0.836048241835696,0.530677258968353,0.836048241835696,0.799155523989487,0.872940959681904,0.774336283185841,0.778761061946903,0.769911504424779,0.771929824561403,0.776785714285714,0.775330396475771,0.823076923076923,0.853333333333333,0.781818181818182,0.842105263157895,0.796296296296296,0.847682119205298,0.823076923076923,0.853333333333333,0.781818181818182,0.842105263157895,0.796296296296296,0.847682119205298,deeplearning_1447-SMOTE-1662075955,TRUE,23.9552928169568
9,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1448-SMOTE-1662075964,0.5,-Inf,0.5,0.5,0.5,0.5,1,0,0.5,,0.666666666666667,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,deeplearning_1448-SMOTE-1662075964,FALSE,8.44295614957809
10,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1449-SMOTE-1662075977,0.831310204401284,0.533646464347839,0.831310204401284,0.793556272560745,0.869064136241824,0.765486725663717,0.774336283185841,0.756637168141593,0.760869565217391,0.77027027027027,0.767543859649123,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,deeplearning_1449-SMOTE-1662075977,TRUE,25.1121472040812
2,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,-7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,1450-SMOTE-1662075986,0.83174093507714,0.527187407016754,0.83174093507714,0.793895937106672,0.869585933047608,0.769911504424779,0.787610619469027,0.752212389380531,0.760683760683761,0.779816513761468,0.773913043478261,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_1450-SMOTE-1662075986,TRUE,19.9582201560338
