layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time,metaindex,metaindex2
5,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,139-SMOTE-1662049890,0.939971806719399,0.616065323352814,0.939971806719399,0.920011760701167,0.95993185273763,0.86283185840708,0.836283185840708,0.889380530973451,0.883177570093458,0.84453781512605,0.859090909090909,0.861538461538462,0.84,0.890909090909091,0.913043478260869,0.80327868852459,0.875,0.825757575757576,0.857142857142857,0.807228915662651,0.724137931034483,0.905405405405405,0.785046728971963,deeplearning_139-SMOTE-1662049890,TRUE,1.74980953534444,0.849690388074391,0.850042631901039
9,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,215-SMOTE-1662050503,0.895234552431671,0.667971074581146,0.895234552431671,0.865658394879103,0.924810709984238,0.831858407079646,0.783185840707965,0.880530973451327,0.867647058823529,0.80241935483871,0.823255813953488,0.853846153846154,0.853333333333333,0.854545454545455,0.888888888888889,0.810344827586207,0.870748299319728,0.863636363636364,0.877551020408163,0.855421686746988,0.781818181818182,0.922077922077922,0.826923076923077,deeplearning_215-SMOTE-1662050503,TRUE,16.2958936691284,0.849571099000779,0.849780308187388
9,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,170-SMOTE-1662050154,0.945825828177618,0.473700314760208,0.945825828177618,0.927513962014333,0.964137694340902,0.871681415929204,0.858407079646018,0.88495575221239,0.881818181818182,0.862068965517242,0.869955156950673,0.869230769230769,0.853333333333333,0.890909090909091,0.914285714285714,0.816666666666667,0.882758620689655,0.810606060606061,0.877551020408163,0.771084337349398,0.693548387096774,0.914285714285714,0.774774774774775,deeplearning_170-SMOTE-1662050154,TRUE,56.339750289917,0.849546585493209,0.850506081922011
7,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,267-SMOTE-1662051128,0.920980499647584,0.454058349132538,0.920980499647584,0.896898959841912,0.945062039453256,0.853982300884956,0.84070796460177,0.867256637168142,0.863636363636364,0.844827586206897,0.852017937219731,0.853846153846154,0.866666666666667,0.836363636363636,0.878378378378378,0.821428571428571,0.87248322147651,0.840909090909091,0.877551020408163,0.819277108433735,0.741379310344828,0.918918918918919,0.803738317757009,deeplearning_267-SMOTE-1662051128,TRUE,2.44937810897827,0.84953471157405,0.849579181880067
4,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,192-SMOTE-1662050326,0.928645547811105,0.513129219412804,0.928645547811105,0.905979139468124,0.951311956154086,0.853982300884956,0.823008849557522,0.88495575221239,0.877358490566038,0.833333333333333,0.849315068493151,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.848484848484848,0.836734693877551,0.855421686746988,0.773584905660377,0.89873417721519,0.803921568627451,deeplearning_192-SMOTE-1662050326,TRUE,1.01034982601802,0.849527674960342,0.849540331841217
9,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,242-SMOTE-1662050785,0.900207533871094,0.681131303310394,0.900207533871094,0.871751717196944,0.928663350545244,0.838495575221239,0.783185840707965,0.893805309734513,0.880597014925373,0.804780876494024,0.82903981264637,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.856060606060606,0.836734693877551,0.867469879518072,0.788461538461539,0.9,0.811881188118812,deeplearning_242-SMOTE-1662050785,TRUE,30.9748861789703,0.849395183600958,0.849467445042666
7,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,204-SMOTE-1662050385,0.933236745242384,0.498174697160721,0.933236745242384,0.911947158752688,0.95452633173208,0.869469026548673,0.867256637168142,0.871681415929204,0.871111111111111,0.86784140969163,0.869179600886918,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.833333333333333,0.897959183673469,0.795180722891566,0.721311475409836,0.929577464788732,0.8,deeplearning_204-SMOTE-1662050385,TRUE,1.95631602605184,0.849390251889499,0.849652068678617
6,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,266-SMOTE-1662051125,0.900305427206516,0.522314488887787,0.900305427206516,0.871466134002282,0.92914472041075,0.838495575221239,0.84070796460177,0.836283185840708,0.837004405286344,0.84,0.838852097130243,0.869230769230769,0.88,0.854545454545455,0.891891891891892,0.839285714285714,0.885906040268456,0.840909090909091,0.897959183673469,0.807228915662651,0.733333333333333,0.930555555555556,0.807339449541285,deeplearning_266-SMOTE-1662051125,TRUE,25.6396884918213,0.849318497317404,0.849545145120366
7,0,0,selu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,78-SMOTE-1662049398,0.938150990680554,0.519280537962914,0.938150990680554,0.918228743675549,0.95807323768556,0.853982300884956,0.827433628318584,0.880530973451327,0.873831775700935,0.836134453781513,0.85,0.869230769230769,0.866666666666667,0.872727272727273,0.902777777777778,0.827586206896552,0.884353741496599,0.825757575757576,0.857142857142857,0.807228915662651,0.724137931034483,0.905405405405405,0.785046728971963,deeplearning_78-SMOTE-1662049398,TRUE,1.18502906163534,0.84927226088572,0.849656881957767
5,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,220-SMOTE-1662050536,0.926521262432454,0.436183035373688,0.926521262432454,0.903712068827138,0.949330456037769,0.853982300884956,0.823008849557522,0.88495575221239,0.877358490566038,0.833333333333333,0.849315068493151,0.869230769230769,0.853333333333333,0.890909090909091,0.914285714285714,0.816666666666667,0.882758620689655,0.825757575757576,0.836734693877551,0.819277108433735,0.732142857142857,0.894736842105263,0.780952380952381,deeplearning_220-SMOTE-1662050536,TRUE,1.87569305896759,0.84927226088572,0.849656881957767
4,0,0,selu,relu,relu,0,0,0,FALSE,FALSE,FALSE,rmsprop,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,831-SMOTE-1662066913,0.874559479990602,0.505173698067665,0.874559479990602,0.8422239827192,0.906894977262004,0.798672566371681,0.849557522123894,0.747787610619469,0.771084337349398,0.832512315270936,0.808421052631579,0.876923076923077,0.906666666666667,0.836363636363636,0.883116883116883,0.867924528301887,0.894736842105263,0.876923076923077,0.906666666666667,0.836363636363636,0.883116883116883,0.867924528301887,0.894736842105263,deeplearning_831-SMOTE-1662066913,TRUE,11.1609034617742,0.849189754312598,0.850839573405945
5,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,40-SMOTE-1662049092,0.906139869997651,0.64588463306427,0.906139869997651,0.878609763473979,0.933669976521322,0.845132743362832,0.79646017699115,0.893805309734513,0.882352941176471,0.814516129032258,0.837209302325582,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.848484848484848,0.816326530612245,0.867469879518072,0.784313725490196,0.888888888888889,0.8,deeplearning_40-SMOTE-1662049092,TRUE,54.3431725502014,0.849139433390185,0.849154581897945
10,0,0,selu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,81-SMOTE-1662049434,0.932668963896938,0.509865522384644,0.932668963896938,0.911639327384247,0.953698600409629,0.860619469026549,0.849557522123894,0.871681415929204,0.868778280542987,0.852813852813853,0.859060402684564,0.853846153846154,0.853333333333333,0.854545454545455,0.888888888888889,0.810344827586207,0.870748299319728,0.833333333333333,0.918367346938776,0.783132530120482,0.714285714285714,0.942028985507246,0.803571428571429,deeplearning_81-SMOTE-1662049434,TRUE,45.6866500377655,0.849106693375844,0.849266318735345
6,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,239-SMOTE-1662050762,0.9187093742658,0.56202906370163,0.9187093742658,0.894785008712151,0.942633739819449,0.845132743362832,0.805309734513274,0.88495575221239,0.875,0.819672131147541,0.838709677419355,0.861538461538462,0.866666666666667,0.854545454545455,0.89041095890411,0.824561403508772,0.878378378378378,0.840909090909091,0.836734693877551,0.843373493975904,0.759259259259259,0.897435897435898,0.796116504854369,deeplearning_239-SMOTE-1662050762,TRUE,1.29968215624491,0.849100769461277,0.849193431936795
3,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,38-SMOTE-1662049075,0.917319288902812,0.506258130073547,0.917319288902812,0.892055273245143,0.94258330456048,0.845132743362832,0.814159292035398,0.876106194690266,0.867924528301887,0.825,0.840182648401827,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.856060606060606,0.897959183673469,0.831325301204819,0.758620689655173,0.932432432432432,0.822429906542056,deeplearning_38-SMOTE-1662049075,TRUE,1.73618167638779,0.849087239473123,0.849115731859095
5,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,211-SMOTE-1662050437,0.927598089122093,0.541458070278168,0.927598089122093,0.905376153077994,0.949820025166191,0.851769911504425,0.823008849557522,0.880530973451327,0.873239436619718,0.832635983263598,0.847380410022779,0.846153846153846,0.84,0.854545454545455,0.887323943661972,0.796610169491525,0.863013698630137,0.848484848484848,0.857142857142857,0.843373493975904,0.763636363636364,0.909090909090909,0.807692307692308,deeplearning_211-SMOTE-1662050437,TRUE,1.1061203678449,0.848796619511299,0.848802868714373
7,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,231-SMOTE-1662050640,0.905063043308012,0.644499659538269,0.905063043308012,0.87746558013258,0.932660506483443,0.836283185840708,0.787610619469027,0.88495575221239,0.872549019607843,0.806451612903226,0.827906976744186,0.861538461538462,0.853333333333333,0.872727272727273,0.901408450704225,0.813559322033898,0.876712328767123,0.848484848484848,0.816326530612245,0.867469879518072,0.784313725490196,0.888888888888889,0.8,deeplearning_231-SMOTE-1662050640,TRUE,2.79177889426549,0.848643592142189,0.848768831954673
9,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,287-SMOTE-1662051292,0.901147309891143,0.530206024646759,0.901147309891143,0.872484599385305,0.92981002039698,0.836283185840708,0.827433628318584,0.845132743362832,0.842342342342342,0.830434782608696,0.834821428571429,0.853846153846154,0.866666666666667,0.836363636363636,0.878378378378378,0.821428571428571,0.87248322147651,0.856060606060606,0.918367346938776,0.819277108433735,0.75,0.944444444444444,0.825688073394496,deeplearning_287-SMOTE-1662051292,TRUE,2.38272712628047,0.848637098471712,0.848729981915823
7,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,150-SMOTE-1662049960,0.925150755736549,0.587843239307404,0.925150755736549,0.901200276687257,0.949101234785842,0.867256637168142,0.836283185840708,0.898230088495575,0.891509433962264,0.845833333333333,0.863013698630137,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.825757575757576,0.857142857142857,0.807228915662651,0.724137931034483,0.905405405405405,0.785046728971963,deeplearning_150-SMOTE-1662049960,TRUE,2.6394589304924,0.848598303855938,0.848953455590624
2,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,100-SMOTE-1662049566,0.901440989897408,0.627160340547562,0.901440989897408,0.872761450258882,0.930120529535933,0.836283185840708,0.792035398230089,0.880530973451327,0.868932038834952,0.808943089430894,0.828703703703704,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.863636363636364,0.857142857142857,0.867469879518072,0.792452830188679,0.911392405063291,0.823529411764706,deeplearning_100-SMOTE-1662049566,TRUE,56.3063073158264,0.84854104758154,0.848691131876973
10,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,207-SMOTE-1662050413,0.944729422820894,0.474130928516388,0.944729422820894,0.925613147761261,0.963845697880528,0.88495575221239,0.893805309734513,0.876106194690266,0.878260869565217,0.891891891891892,0.885964912280702,0.861538461538462,0.866666666666667,0.854545454545455,0.89041095890411,0.824561403508772,0.878378378378378,0.803030303030303,0.897959183673469,0.746987951807229,0.676923076923077,0.925373134328358,0.771929824561404,deeplearning_207-SMOTE-1662050413,TRUE,2.67145988146464,0.848416936322993,0.849841505593718
3,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,20-SMOTE-1662048913,0.925248649071971,0.582765877246857,0.925248649071971,0.902375575044441,0.948121723099501,0.858407079646018,0.827433628318584,0.889380530973451,0.882075471698113,0.8375,0.853881278538813,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.833333333333333,0.836734693877551,0.831325301204819,0.745454545454546,0.896103896103896,0.788461538461539,deeplearning_20-SMOTE-1662048913,TRUE,1.5346919576327,0.848387588184927,0.848528855608502
9,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,53-SMOTE-1662049232,0.928929438483828,0.621237635612488,0.928929438483828,0.906806905253954,0.951051971713701,0.858407079646018,0.827433628318584,0.889380530973451,0.882075471698113,0.8375,0.853881278538813,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,0.833333333333333,0.836734693877551,0.831325301204819,0.745454545454546,0.896103896103896,0.788461538461539,deeplearning_53-SMOTE-1662049232,TRUE,1.05056247313817,0.848387588184927,0.848528855608502
9,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,107-SMOTE-1662049629,0.936036494635445,0.493695586919785,0.936036494635445,0.915044330851209,0.957028658419682,0.858407079646018,0.845132743362832,0.871681415929204,0.868181818181818,0.849137931034483,0.856502242152467,0.853846153846154,0.88,0.818181818181818,0.868421052631579,0.833333333333333,0.874172185430464,0.833333333333333,0.897959183673469,0.795180722891566,0.721311475409836,0.929577464788732,0.8,deeplearning_107-SMOTE-1662049629,TRUE,1.24974781274796,0.848387588184927,0.848528855608502
6,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,221-SMOTE-1662050541,0.919355470279583,0.531490027904511,0.919355470279583,0.895142237941347,0.94356870261782,0.842920353982301,0.81858407079646,0.867256637168142,0.86046511627907,0.827004219409283,0.839002267573696,0.846153846153846,0.84,0.854545454545455,0.887323943661972,0.796610169491525,0.863013698630137,0.856060606060606,0.877551020408163,0.843373493975904,0.767857142857143,0.921052631578947,0.819047619047619,deeplearning_221-SMOTE-1662050541,TRUE,1.12112261851629,0.848341560495767,0.848378268732251
7,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,69-SMOTE-1662049310,0.947333385543112,0.562861800193787,0.947333385543112,0.928672026899074,0.96599474418715,0.891592920353982,0.88495575221239,0.898230088495575,0.896860986547085,0.88646288209607,0.89086859688196,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.810606060606061,0.877551020408163,0.771084337349398,0.693548387096774,0.914285714285714,0.774774774774775,deeplearning_69-SMOTE-1662049310,TRUE,2.68566088676453,0.848164159613002,0.849450942371296
7,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,141-SMOTE-1662049908,0.930838358524552,0.365504026412964,0.930838358524552,0.908642085686922,0.953034631362181,0.865044247787611,0.853982300884956,0.876106194690266,0.873303167420815,0.857142857142857,0.863534675615212,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.840909090909091,0.897959183673469,0.807228915662651,0.733333333333333,0.930555555555556,0.807339449541285,deeplearning_141-SMOTE-1662049908,TRUE,52.6342604160309,0.847970249129661,0.84813829238608
10,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,36-SMOTE-1662049073,0.936878377320072,0.397805839776993,0.936878377320072,0.916319564191293,0.957437190448851,0.865044247787611,0.86283185840708,0.867256637168142,0.866666666666667,0.863436123348018,0.864745011086475,0.853846153846154,0.88,0.818181818181818,0.868421052631579,0.833333333333333,0.874172185430464,0.825757575757576,0.897959183673469,0.783132530120482,0.709677419354839,0.928571428571428,0.792792792792793,deeplearning_36-SMOTE-1662049073,TRUE,41.1327049732208,0.847891015434801,0.84821599246378
10,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,234-SMOTE-1662050659,0.90496514997259,0.575251877307892,0.90496514997259,0.877313484734311,0.932616815210868,0.834070796460177,0.814159292035398,0.853982300884956,0.847926267281106,0.821276595744681,0.830699774266366,0.853846153846154,0.866666666666667,0.836363636363636,0.878378378378378,0.821428571428571,0.87248322147651,0.856060606060606,0.897959183673469,0.831325301204819,0.758620689655173,0.932432432432432,0.822429906542056,deeplearning_234-SMOTE-1662050659,TRUE,2.54355531533559,0.847876354416883,0.847992518788979
10,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,315-SMOTE-1662051603,0.902870232594565,0.601608216762543,0.902870232594565,0.87499916475041,0.93074130043872,0.834070796460177,0.805309734513274,0.86283185840708,0.854460093896714,0.815899581589958,0.829157175398633,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.863636363636364,0.877551020408163,0.855421686746988,0.781818181818182,0.922077922077922,0.826923076923077,deeplearning_315-SMOTE-1662051603,TRUE,2.64945400953293,0.847780475645665,0.847953668750129
6,0,0,selu,relu,relu,0,0,0,TRUE,FALSE,FALSE,rmsprop,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,131-SMOTE-1662049843,0.926873678439972,0.497876107692719,0.926873678439972,0.904397932104328,0.949349424775615,0.856194690265487,0.836283185840708,0.876106194690266,0.870967741935484,0.842553191489362,0.853273137697517,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.840909090909091,0.877551020408163,0.819277108433735,0.741379310344828,0.918918918918919,0.803738317757009,deeplearning_131-SMOTE-1662049843,TRUE,1.08206868569056,0.84770522712717,0.847752542442808
8,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,250-SMOTE-1662050820,0.926971571775393,0.538725435733795,0.926971571775393,0.904611803755232,0.949331339795555,0.856194690265487,0.814159292035398,0.898230088495575,0.888888888888889,0.828571428571429,0.849884526558892,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,0.833333333333333,0.836734693877551,0.831325301204819,0.745454545454546,0.896103896103896,0.788461538461539,deeplearning_250-SMOTE-1662050820,TRUE,1.72566309372584,0.847665993117166,0.847791392481658
5,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,sgd,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,274-SMOTE-1662051161,0.928019030464406,0.584016293287277,0.928019030464406,0.905825696140307,0.950212364788505,0.84070796460177,0.792035398230089,0.889380530973451,0.877450980392157,0.810483870967742,0.832558139534884,0.861538461538462,0.8,0.945454545454546,0.952380952380952,0.776119402985075,0.869565217391304,0.840909090909091,0.836734693877551,0.843373493975904,0.759259259259259,0.897435897435898,0.796116504854369,deeplearning_274-SMOTE-1662051161,TRUE,1.56640160481135,0.847606758232847,0.847718505683108
3,0,0,relu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,29-SMOTE-1662049020,0.919306523611873,0.515143498778343,0.919306523611873,0.894979643723083,0.943633403500662,0.84070796460177,0.800884955752212,0.880530973451327,0.870192307692308,0.815573770491803,0.834101382488479,0.846153846153846,0.826666666666667,0.872727272727273,0.898550724637681,0.786885245901639,0.861111111111111,0.856060606060606,0.857142857142857,0.855421686746988,0.777777777777778,0.91025641025641,0.815533980582524,deeplearning_29-SMOTE-1662049020,TRUE,1.1934934536616,0.847593275815042,0.847640805605407
