hsa.miR.19b.3p,hsa.miR.1273h.3p,hsa.miR.4433a.3p,hsa.miR.485.3p,hsa.let.7b.5p,hsa.miR.134.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.17.5p,hsa.miR.1304.3p,hsa.miR.30d.5p,hsa.miR.20b.5p,hsa.miR.421,hsa.miR.4433b.5p,hsa.miR.320b,hsa.miR.375.3p,hsa.miR.500a.3p,hsa.miR.139.3p,hsa.miR.493.5p,Class,PredictedProbability,PredictedClass
8.696998936,3.836383607,9.092947232,6.205600702,15.1656022,7.000045027,4.546129543,7.092724764,8.448643903,5.515819115,12.14943274,8.7763683,6.023656904,9.092947232,10.69791938,9.62588908,5.935704299,6.149317348,1.942364954,Case,0.836012418622208,Case
9.334659609,5.558530971,8.365082715,8.285807156,15.6477639,7.414042291,5.513568635,9.520875362,7.774263369,5.24423826,12.43962627,8.457801725,5.454001865,8.365082715,9.760794759,9.385491375,3.146532011,8.169452786,4.780443308,Case,0.565736449700271,Case
8.534471431,3.084563677,9.081424256,5.42600938,15.18405293,7.030174523,4.816751395,7.290501148,7.874269959,2.255708722,12.26923866,8.472997073,5.67836332,9.081424256,10.49199937,9.921576123,3.31730507,8.438631325,4.917184807,Case,0.890251008451605,Case
6.251091404,4.117621342,10.46557892,7.499418592,15.59946868,9.279438048,1.796710083,7.849334362,7.896342324,3.23754111,12.81180417,6.641230557,4.298772497,10.46557892,10.57752276,9.909381564,4.180352467,6.319114105,2.294489566,Case,0.91575888975618,Case
9.709508613,6.211500958,8.364341374,8.211294982,15.07894054,5.954993419,4.930056389,9.285910121,8.201716103,3.735557705,12.10011187,7.991752493,6.116795385,8.364341374,9.692233945,6.32204172,5.381661498,7.842056501,-0.503113497,Case,0.656679141544211,Case
9.832687652,5.693654971,8.902103005,10.65407365,14.75536139,7.757245578,2.825898942,8.957246958,7.890331353,5.653991406,12.11594162,7.678694627,6.194663509,8.902103005,9.700417507,8.940201376,5.925209392,8.232511326,5.73554243,Case,0.878233301896179,Case
8.839590832,6.326315833,8.411672989,5.927203645,15.12791535,7.962486239,5.370398282,8.68022389,7.492051025,2.715081992,12.38789333,7.570408915,5.315540226,8.411672989,10.53115896,10.24464005,3.721102001,8.469149016,1.606214063,Case,0.932626364556724,Case
10.06378572,4.811526655,7.903361976,7.21676445,14.16677458,8.732015317,4.95900417,8.319592992,8.503981225,5.347363992,12.00318046,7.883451715,6.028811492,7.903361976,8.702610082,8.250452616,6.034922726,7.428159162,5.930545849,Case,0.804306574411537,Case
9.974876705,1.61634883,8.262988304,8.645806348,14.84525928,8.215549509,4.972927704,9.227810873,8.25257228,6.176182894,11.84860694,6.551973389,6.416746008,8.262988304,10.1609962,9.166510176,5.578045593,7.9248907,2.793055752,Case,0.939047081008401,Case
9.788561221,3.815863742,9.03184277,9.316922937,13.36005778,7.845673903,1.49388966,8.791665215,7.920397616,6.013904593,12.42625708,6.635869965,6.011432644,9.03184277,8.430439039,7.563599397,3.928255106,6.136928518,1.916672992,Case,0.933101875522151,Case
10.6001244,1.201999278,4.221976714,9.394964211,14.13590827,7.68736091,-1.129181121,10.29487466,7.487917833,0.466493306,12.07616047,7.941215999,6.240089172,4.221976714,7.424030126,1.539970953,1.744554236,7.941210976,5.898500133,Case,0.259748142586636,Control
10.31157912,2.196163352,5.06238136,9.461618806,13.96763546,6.407881071,4.673247135,9.883556202,7.815678535,1.411360684,11.97762286,6.75462,6.88835546,5.06238136,8.141404799,6.680541588,5.435437709,7.577783107,-0.111278098,Case,0.86654171754274,Case
9.85824407,5.36962798,8.24258737,9.112851329,14.86648245,8.536278846,4.599209069,9.208931859,7.462875266,5.026690463,12.28623517,7.415074855,6.190583665,8.24258737,9.874213852,8.266019084,6.287681163,8.384199375,5.203842386,Case,0.853434984547645,Case
11.49169906,6.475364185,9.923405895,9.812847421,14.54239948,7.835352841,3.79477078,8.195645103,8.265924141,0.304273526,11.74383534,11.5354277,6.650388882,9.923405895,9.080990387,8.379723092,1.601960286,8.402507956,5.853503444,Case,0.42878311693065,Control
9.476111159,7.125817016,9.985502221,9.485620246,14.46897699,9.123981938,3.966180212,7.86988258,7.925050885,4.869034077,11.55211961,8.424109506,4.930716396,9.985502221,9.515661741,8.427907716,1.541860221,8.615322305,6.328178851,Case,0.897206257646594,Case
9.779906183,3.059529201,7.42623948,6.868234235,14.98483859,5.897244047,0.734891226,9.271727821,5.163203981,3.150481599,13.39352353,6.658485069,4.244202804,7.42623948,9.957583368,9.563178174,3.296390517,9.1755329,3.11307952,Case,0.708807259090331,Case
10.55570752,2.17087891,8.362194109,5.480765659,14.10930219,7.028042559,4.706997722,10.13984904,8.161332707,5.424354565,11.64921012,8.05096512,6.086502984,8.362194109,9.106796325,6.616696591,2.553985377,5.727288811,-0.142935566,Case,0.846616912057093,Case
9.317255391,2.151612988,9.168595924,9.870192627,14.8361523,8.472373525,4.451380532,8.715221265,8.322633452,5.244184891,11.46702533,7.787368581,5.62334699,9.168595924,9.442163309,8.637252708,2.537890047,8.398970714,6.08198443,Case,0.90198298959157,Case
9.557415515,1.48345764,4.459904156,7.774526449,14.98903145,8.533414241,5.079708394,9.341241053,7.697081587,4.541559111,11.48222978,7.752254522,6.410569428,4.459904156,10.39177033,8.802975454,5.467024302,8.644368653,4.332142938,Case,0.961218424777189,Case
9.634673263,5.320381649,8.763145978,9.173358135,14.8591059,8.955805553,4.807578037,8.868955079,8.132148921,5.372223186,11.37988041,7.471188678,6.247346856,8.763145978,9.714935868,9.334187714,1.838261045,8.199740067,4.75987755,Case,0.93796817690251,Case
10.41936436,2.54135271,4.537171942,8.449478054,15.46658537,6.881451266,5.420300938,10.13805164,6.838885553,5.881108779,11.56221524,8.468134021,6.444074599,4.537171942,9.573126789,7.176990171,2.056055158,7.462692317,5.9225251,Case,0.547266650822216,Case
9.708709827,6.377895551,8.253316592,5.834418634,14.62830314,8.071556226,3.656524497,8.843413653,7.972597172,3.975714067,11.71857913,7.949970457,6.346973785,8.253316592,9.286800655,7.89589544,3.646347948,8.098942793,5.471528078,Case,0.873771925692846,Case
9.873054845,5.754623873,9.50810499,8.932201577,14.51454987,7.12625058,5.105451458,9.068118499,7.937701374,6.010777414,11.90685984,7.587813548,6.131254642,9.50810499,9.467258221,7.447308144,5.172517575,7.632603542,0.151148075,Case,0.87039741785653,Case
9.579664106,5.414192497,8.072339024,5.064375041,14.77145142,8.513404193,4.599030902,9.083637571,7.30504633,5.714023635,12.26995814,7.22488289,5.934251837,8.072339024,9.915308856,8.994678539,3.025947315,8.156715448,4.654809245,Case,0.908924055959347,Case
9.104665362,2.786281284,9.022266951,9.102667911,15.4674034,9.060347791,0.4606809,8.594173737,7.896999503,1.972216983,12.03528469,8.469322903,4.081421342,9.022266951,10.46626358,9.209566302,3.068111002,8.321440281,0.627580959,Case,0.739763521631728,Case
10.51403185,2.938457362,5.689870676,5.274506061,14.30242633,2.83432375,4.670130478,10.29105335,4.983329002,2.116847246,9.205466075,6.188610742,7.293890546,5.689870676,7.315437539,8.965959989,3.195243467,5.607196057,0.818113508,Case,0.968885548654241,Case
9.41137146,5.751333726,8.346812294,8.782022059,14.91329333,8.09578205,5.05369588,8.798039077,8.473833905,5.481959533,11.78995589,8.349484191,5.461536708,8.346812294,9.553368814,9.291249237,2.960714946,8.352368788,4.839817261,Case,0.860872484233499,Case
9.09901961,5.852807409,8.578915354,5.61049144,15.12042524,7.420442525,5.182122608,8.430418368,8.43273533,5.021836834,11.51055298,8.366517393,5.691121682,8.578915354,9.803540966,9.789073278,5.422829932,8.601701885,4.10412071,Case,0.905121582063358,Case
9.653240112,5.901943998,8.66798776,8.962721462,15.0104378,7.336913399,5.118685687,9.173756709,8.084232382,4.639577233,12.06794243,8.153874036,6.063436071,8.66798776,9.455010152,8.994293641,5.803514276,8.597298188,4.632301661,Case,0.809874592728681,Case
9.284195901,4.322257033,9.090874599,9.998930278,14.64812093,9.472443097,4.53121079,8.538183909,8.176981889,4.967313104,11.71630991,7.017975268,5.56151481,9.090874599,9.357307761,8.888160896,2.588956191,8.144553464,5.923089429,Case,0.917986829594023,Case
9.515393578,2.88782959,8.291098499,9.184575399,15.63578709,8.276625098,5.858664409,8.986381853,8.496514842,4.53061891,12.8757765,8.89261826,6.113102702,8.291098499,9.729656924,6.361097617,5.84551567,8.096852362,4.67086326,Case,0.222770311899212,Control
10.80840584,5.117306635,8.68239372,8.531166822,15.1244967,7.231088378,4.834619726,10.02000592,8.92856306,4.40195207,12.18754447,9.609598341,6.576428705,8.68239372,8.567350789,8.469058882,5.449084384,7.461051944,3.253077796,Control,0.28412557537274,Control
11.62223397,4.284118567,5.32580377,5.962993784,15.8816459,7.16257127,5.998313261,10.13847809,8.112416805,3.60358957,12.29623487,9.514519871,7.017523602,5.32580377,8.531731924,5.716672109,5.260312004,6.546971693,2.808051439,Control,0.0182258379781213,Control
11.07069042,3.97260875,5.802788724,3.969446183,15.01726463,4.767727471,5.205233631,9.546284857,8.19530699,5.128188224,13.21557057,9.011917739,7.18819093,5.802788724,8.080059259,6.229082842,5.908154797,5.766991026,1.596628654,Control,0.0413511549163867,Control
11.10976464,4.032596823,5.47969437,5.46704032,16.10910858,6.808735237,6.990941716,11.12116057,9.311317485,3.944736105,12.8204766,9.902305391,6.922332835,5.47969437,8.421420928,5.50242815,5.699194263,6.901777432,3.094766405,Control,0.0125799193431082,Control
11.02822133,3.842627742,6.736372692,2.229287317,15.7255791,3.401734545,6.82559285,10.17146459,9.360921935,3.6901046,13.08605046,9.776956557,6.577086755,6.736372692,7.736412465,8.420614885,5.646179549,6.575789298,0.883998996,Control,0.0157530437435465,Control
10.71228967,3.885323408,8.28151584,7.120973128,15.57470804,5.985436246,5.521663313,10.00690346,9.028761989,2.379614827,11.63633425,9.234374988,5.684598696,8.28151584,9.248063983,8.629384001,-1.289608242,7.143788023,-1.939582085,Control,0.296830979881544,Control
10.52554201,3.459041177,8.906177372,8.048529805,15.49861598,6.994799516,5.487153101,9.24280798,9.429303423,3.629052322,11.49573578,9.027199443,6.746512809,8.906177372,8.795896341,9.033065276,3.942028247,7.362047268,6.063341951,Control,0.344221752135601,Control
10.70757716,3.893639935,8.227469792,7.051822654,15.25892225,5.55275481,6.057639254,9.177448318,9.129433324,3.95057706,11.97926755,8.818857965,6.190830359,8.227469792,8.997420331,8.856751796,6.211538016,6.821555609,-2.135724908,Control,0.297320983842812,Control
10.91671643,3.904224887,6.328440494,7.92958823,15.06377882,6.326139814,5.293107404,8.934393257,8.365525971,4.886831811,12.37745893,8.588949842,6.480981586,6.328440494,8.708353799,7.952477929,3.143937413,6.824774895,4.590330498,Control,0.19289825797243,Control
9.308045659,5.331837483,9.46633408,8.994099811,14.10298549,7.987174967,1.548085695,7.078832937,7.545056494,4.643080198,12.50380189,6.610743951,6.155235792,9.46633408,9.183603708,5.687997377,4.574013714,7.884785593,4.416328789,Control,0.806963547447811,Case
11.33250846,4.051409207,6.657628586,7.211930663,15.70055261,6.184175792,7.007196254,9.467164221,9.259051984,4.273199201,12.36256589,9.453576097,6.367292175,6.657628586,8.699264246,7.756591619,4.630710947,6.8657266,3.125987717,Control,0.0408200169439264,Control
10.49526453,3.95735474,8.401121967,3.314163411,15.94304868,5.079329416,3.476254602,9.377450009,7.636546453,4.222085764,11.32016044,8.986615922,6.5048407,8.401121967,9.508676271,8.772582006,5.45568994,7.292823573,3.657099755,Control,0.327020109219472,Control
10.81767282,4.723944718,6.930280742,8.747147311,15.78347738,7.850799463,4.396024578,9.839339257,7.889533616,3.731973137,12.18082533,8.775625276,6.60894549,6.930280742,10.2703079,8.631063862,3.487283134,8.016011637,3.925410453,Control,0.414695083312348,Control
11.32221076,5.429813622,1.874579816,8.277275812,16.63781188,7.914829318,4.557170862,11.03151469,7.615588864,-1.905955813,12.47419543,9.345909417,6.986100668,1.874579816,8.6981695,8.007243646,-0.696195369,6.421161655,-1.329398684,Control,0.0133443368640206,Control
10.54701379,3.938170436,8.062085073,7.793783464,16.05649234,4.552720936,4.898088746,10.11983786,8.528302136,4.866762032,11.64109274,9.030451001,6.124502289,8.062085073,8.93288291,9.659368198,4.523579637,7.762998208,-2.510780824,Control,0.206130375467623,Control
10.06265092,-0.006401048,9.131552117,8.680073785,15.49657823,7.836276407,5.017554947,10.2297676,7.785372632,3.173574382,11.7339424,8.441831059,5.837476694,9.131552117,9.155660227,8.864464259,4.559779428,7.997110659,-0.403085113,Control,0.566634777193528,Case
10.48870839,6.686961947,3.212260325,4.707439916,15.78707753,9.195363076,7.550620043,11.43311482,7.416157974,-0.456912732,12.81366278,3.905411055,2.903000998,3.212260325,10.73755393,13.2522887,0.685546048,8.719255072,0.091392329,Control,0.851098982488414,Case
10.95611958,3.366889529,6.42458074,2.760918198,16.10671285,6.523198486,5.534802316,10.4244487,8.195600243,3.574613511,11.83318965,9.472618924,6.091571985,6.42458074,9.292385418,8.118237995,4.988659063,6.985373109,4.582678023,Control,0.101047949457813,Control
11.49967964,3.634855456,7.314944132,7.865180653,16.3298596,6.4927311,6.809724815,11.50909737,9.504432576,3.38948164,11.77669979,10.03452547,6.83704111,7.314944132,8.717946284,7.629339224,3.745630891,6.933258311,-2.2886509,Control,0.0377366757084854,Control
10.85163023,1.737443011,8.160917945,6.795266564,16.31237581,3.861080443,5.317430858,9.355100344,8.010220798,0.768926001,11.87059936,9.553571925,7.167782438,8.160917945,8.783863002,8.742542676,1.854449975,7.224364099,1.293330821,Control,0.0516156612599329,Control
11.79791078,0.29186182,3.692507389,6.600952539,16.74025643,3.464858454,9.148982841,10.16670006,10.69782093,3.069419717,13.31456695,11.53575194,7.342287032,3.692507389,7.789931999,7.323236796,6.013491772,4.92430332,-0.644765115,Control,0.000381886647226818,Control
12.78803986,-0.25734635,1.756682813,5.557027279,16.23993583,1.316006912,9.634988484,10.42910125,11.08429243,3.431181533,14.52460011,11.7695023,7.880091338,1.756682813,7.599537464,4.047905672,7.461237895,5.298337995,-0.115374463,Control,7.31715715751624e-05,Control
12.61035747,-3.147196447,-0.129938985,2.185170127,16.55380355,1.068383675,8.526051065,10.75565244,10.91780422,3.045989374,13.91785186,11.78809418,7.646458123,-0.129938985,6.931933068,2.881991399,6.86114587,3.646159166,-1.721982937,Control,2.17768495346705e-05,Control
10.86341594,4.394341204,8.273703508,7.456263524,15.04619229,7.16651257,5.924482184,9.136984555,8.858200912,4.399563069,13.29167032,9.986810227,6.776833254,8.273703508,8.284162772,4.689397001,5.483936053,6.962349149,3.329186872,Control,0.0273336320613962,Control
9.582759256,3.800913904,9.878794713,10.4964282,15.01525562,9.942538663,4.310660572,8.390954496,7.999654683,3.487057953,12.29583065,8.276552002,5.832596427,9.878794713,9.126555039,7.947827075,4.510394547,8.014735431,5.803246346,Control,0.541061000597249,Case
10.58830144,4.161805444,7.623170659,8.11508186,15.95474843,6.568612079,6.928719108,9.689244404,9.439502535,0.4557086,12.59961806,9.46905233,7.03376595,7.623170659,9.223961982,7.683740995,5.545118519,7.35989697,2.920530087,Control,0.0817119185196526,Control
9.63505972,4.619257459,8.538316366,9.493646474,14.94994718,8.617322502,4.363856035,9.018951668,7.941228364,4.249810809,12.10428956,8.576060466,5.880039047,8.538316366,9.075694351,8.402317238,3.484913111,7.580745947,6.72513859,Control,0.64676259640857,Case
9.440230656,5.09228658,7.976378533,8.907617682,16.03572004,9.17957166,6.006852199,9.088644694,7.908142498,4.83753782,13.22549629,9.357557152,6.600614855,7.976378533,8.94225711,6.011677394,4.134478857,7.643301709,4.344091355,Control,0.0413499550394774,Control
10.44884348,5.005969021,6.524186593,2.706359389,16.37519182,4.85163571,7.362512656,11.48559128,9.591185681,3.630714743,12.43095688,9.773687032,6.192057295,6.524186593,9.915913814,7.614800224,2.109347335,6.801825132,-0.988459375,Control,0.106116439994437,Control
9.411104958,4.837510571,7.543575114,8.326102879,15.308255,7.324576586,5.780052466,9.448598235,8.401255989,2.991460689,12.7782532,8.955065224,6.533474665,7.543575114,9.040984136,6.455406983,4.947166878,7.413616245,4.790633257,Control,0.292352202034908,Control
10.10601451,4.741373558,7.156558586,8.097077527,14.96710779,8.400182815,4.247643775,9.315406805,8.264290785,4.242444924,12.31802292,8.766620908,6.673190808,7.156558586,8.668167371,7.279998133,4.963080627,7.56218525,5.088166388,Control,0.402924502600057,Control
9.950662894,3.897576061,7.495693137,7.597879757,14.96867172,6.645940092,4.164409155,8.291030807,8.642982216,3.974823723,11.91827293,9.189622076,6.12593646,7.495693137,8.653359192,8.396453034,3.325213703,6.876051137,3.247574229,Control,0.388144245413794,Control
9.895724062,6.01900454,8.217863824,8.114417372,14.94139033,7.382413964,3.722541245,9.243314478,8.137078806,4.384199893,12.25900256,8.952603946,6.320941272,8.217863824,8.8065361,6.654289594,4.660564221,7.476434841,5.0659368,Control,0.414717226035259,Control
9.749578909,5.710712596,5.785163426,6.794255563,15.66066694,8.158918159,3.255101767,8.925615387,7.546829479,5.132956006,12.41572021,8.210614567,6.472263399,5.785163426,10.1377008,6.284609091,4.675628435,7.900110723,5.513727357,Control,0.380110339929521,Control
10.03882904,6.192713058,4.487517742,7.200925913,15.04050761,8.599390014,4.681349351,7.963583402,7.48497952,4.86802709,13.16625403,8.756574639,6.706148877,4.487517742,9.301685553,5.536378394,5.663152314,7.102508107,3.275361603,Control,0.151309540175226,Control
10.2639341,5.152986254,8.494904802,9.489055093,15.00400181,9.504631386,4.035414552,8.499795528,7.537737399,4.07994154,12.6203683,9.080266406,6.467466717,8.494904802,8.611237021,6.310802207,5.653811957,6.709561556,5.565568242,Control,0.141746693569299,Control
9.60402731,5.64617822,8.52376165,9.005207494,14.71991404,8.67559492,4.075619004,9.710381407,8.497901862,3.585758185,12.28248021,8.391001685,6.170151273,8.52376165,8.897764602,6.406378083,4.945369177,7.601674584,5.820328085,Control,0.648598717363195,Case
9.345412785,5.13405845,8.478326153,8.987867801,14.99611593,9.346321451,3.395699761,9.475051369,7.041605787,3.834522719,12.04915709,7.877197444,6.133846562,8.478326153,9.411830234,8.831198411,5.000292505,7.952726028,5.979923333,Control,0.852792369714026,Case
11.48080337,3.068674276,4.63201793,7.371832501,15.64457336,6.879769091,7.330943634,10.57690188,9.683303601,3.957701684,13.35530607,10.7732725,7.589661272,4.63201793,7.549484941,5.367412295,6.538321992,6.370321864,3.70222344,Control,0.00455959510699166,Control
10.43080968,4.532392682,8.659107669,8.509403343,14.60896264,7.399026158,4.579996223,8.139922155,8.291583912,3.302666697,12.72724865,8.785860129,6.439788856,8.659107669,9.14311972,7.83713801,5.501020059,8.043706139,4.339325608,Control,0.468438759957964,Control
11.36881523,4.670556097,7.141118515,6.252847295,15.16427478,5.9207654,5.651979643,9.476381641,8.656350207,4.376165818,13.62548787,10.34645093,7.350671601,7.141118515,7.185564005,2.134069302,6.323060067,7.63504395,2.776582365,Control,0.00286800173428636,Control
8.612828865,3.976209489,8.060934093,8.342710354,15.57926276,7.155838525,3.278588035,9.166188424,8.212494154,0.996401296,13.12322807,8.095757126,5.499666521,8.060934093,10.07859277,7.249040302,-1.306139785,8.919540906,2.999407986,Control,0.549820136487737,Case
9.159504212,4.026326884,8.270620128,8.743916951,15.8399948,6.945715445,3.874946328,9.136317693,7.766193672,3.721495587,13.15738189,9.267765172,4.591182478,8.270620128,9.796611579,9.448393381,5.596791045,8.166123224,3.953740082,Control,0.237245552578341,Control
11.03735407,4.851758794,8.752322807,8.999809025,14.46833398,7.788259897,5.346120065,7.928808782,8.51844189,3.136098072,12.19630992,9.412944312,6.651736275,8.752322807,7.201684862,6.762799132,4.780833656,7.012923498,4.780205175,Control,0.0859718441697142,Control
9.91258537,5.365407718,7.348050075,7.606963622,15.11311255,6.780932665,5.818091022,9.53571814,8.447192829,2.434008962,12.68411221,9.24826448,6.54531804,7.348050075,9.851626629,6.612502214,5.494315976,7.320359826,3.265956448,Control,0.48678754886604,Control
11.07953867,4.527081498,5.17645075,7.278464565,14.79006897,5.681420981,5.416648494,9.615091726,8.666317218,3.711100452,12.20127575,9.176740593,6.481636882,5.17645075,8.190775227,6.702894258,3.708407108,6.293747991,-1.61251514,Control,0.159802683400359,Control
10.83964748,4.690023963,8.930710031,9.069005644,15.41198897,9.301230942,3.080705294,8.498840052,6.807564348,4.054049512,12.02846746,9.127760071,6.193205684,8.930710031,8.636968723,8.087620194,2.712562118,7.558424314,6.536448615,Control,0.126668876753606,Control
9.986044845,-2.047359331,8.086272859,7.36108567,15.67906339,4.665941944,3.238826817,9.244727163,6.696343328,-2.986152295,11.68214413,8.241199039,1.129382138,8.086272859,10.79509931,10.30652263,6.485835313,7.997163946,5.701010013,Control,0.550542968916452,Case
9.793773939,5.831721813,7.006160442,8.896517994,14.85729622,8.943165854,3.860438728,8.389750628,7.349796382,2.493578047,12.79802017,8.232746114,6.315042606,7.006160442,9.584412132,6.426492025,4.824380558,7.42590734,4.121008637,Control,0.482068656419026,Control
9.812215354,4.948555721,7.39947006,7.627162559,15.53536879,8.540214704,5.467524206,10.03395793,8.502334658,4.551569873,12.86535792,9.745393225,5.806770013,7.39947006,8.873286498,8.784378291,4.916773362,7.445375429,5.199030513,Control,0.192379583333428,Control
9.736807256,4.245105837,8.497601981,9.147799954,15.09837963,7.078538372,4.512344602,8.226500158,7.486058654,2.575233306,12.81871372,8.011317477,5.653358818,8.497601981,10.23939818,9.121489331,3.87054596,8.406873756,2.888616274,Control,0.691710324806378,Case
10.74801025,3.726048394,9.456231326,9.257666801,15.26848919,6.634050361,3.583313673,8.922080678,8.309916558,-2.793805763,12.0028868,8.628181758,5.959709864,9.456231326,9.396283474,9.877030729,5.640106953,8.221501167,3.419675195,Control,0.486244139469937,Control
10.7511263,5.583119663,7.086561447,7.128911294,15.24682011,7.348530325,3.214605742,8.744561226,7.968143922,3.249525453,12.5823828,7.011117235,5.97434821,7.086561447,9.034763753,7.844954954,5.688616619,7.879841639,5.003421527,Control,0.228953953874244,Control
10.62929145,6.200789674,8.795416064,9.194504444,15.78185259,7.37212261,3.717313823,8.937152885,8.600396549,3.012372069,12.25882984,8.730917337,6.514739726,8.795416064,8.805468347,8.106066787,5.317411676,7.687897638,3.838009747,Control,0.0948541415876909,Control
11.51036871,3.632378345,6.26005999,7.430343621,15.83479559,5.642054099,7.243408287,10.2930558,10.24046833,3.513523248,12.75319748,11.30197599,7.564815513,6.26005999,8.403113106,7.917221859,6.652473462,7.393005472,1.499073015,Control,0.0222243628420641,Control
10.57792456,4.261931349,7.607726222,8.734671152,15.40659343,6.83181387,3.615345177,9.171950463,7.803445438,3.694677644,13.17934751,8.605548863,6.235956962,7.607726222,10.43051201,11.30403498,6.814527419,7.927772337,3.254630843,Control,0.558911882309357,Case
11.10848251,4.351146832,8.203021874,7.496543639,16.16274873,5.785938717,5.342245749,10.63703319,9.12429227,3.977279315,13.16424643,9.660708612,7.033093573,8.203021874,8.133362484,5.880076366,5.415783647,7.783703983,0.362996695,Control,0.00781290129211936,Control
10.91726678,4.431217254,7.10602837,9.737395071,15.85924643,7.260099453,4.956058096,9.774361281,9.086659094,3.796838006,12.90285234,10.24091959,7.082781995,7.10602837,8.262855571,6.83069933,6.105661485,6.863552981,5.277641089,Control,0.0161286648891697,Control
10.45022183,4.294814464,9.928622338,7.895418819,15.21365188,5.981357132,2.938642323,8.84764509,7.792523102,5.395895203,12.04544332,8.573457683,6.758804704,9.928622338,9.181444712,8.98419347,4.507242346,8.033109655,2.903079465,Control,0.505602233869741,Case
10.8485061,5.150484954,7.833670097,7.346867197,15.86487777,4.865641892,4.631503223,9.545358341,8.851283358,4.342276337,12.71605284,9.563807682,6.735335173,7.833670097,9.31833649,6.594782113,4.585001364,7.828996631,-1.984525309,Control,0.0577750689775541,Control
10.38905391,4.464507736,7.291441253,8.257414362,15.9396724,4.565140052,5.651546369,9.457294008,8.395487028,-2.863680644,12.57914444,8.909962612,6.280878688,7.291441253,8.967600767,8.5483884,5.454025811,8.711722528,4.597405075,Control,0.113194391297595,Control
10.46124012,2.17238167,7.395543653,8.113069351,15.68666523,6.500306235,4.735294717,9.141313873,8.136921744,3.027047207,12.76729421,9.033934908,6.259264097,7.395543653,9.085846179,7.443337357,4.639618866,7.965458958,4.325520472,Control,0.093137844918698,Control
10.86846584,3.994237038,6.612975373,7.308968695,15.69073169,6.209315138,5.237246552,10.27765239,8.519915127,2.886275154,13.15662898,8.922022702,6.679287944,6.612975373,8.439385929,7.776887208,5.903205598,7.041173562,3.430198038,Control,0.0425017775270126,Control
10.8054383,4.238366249,8.316438906,8.766371228,15.5867159,7.229603653,4.555154199,9.796104752,8.709497112,4.034358783,12.79184939,9.508003218,6.379784167,8.316438906,8.534242879,8.230959968,5.384597678,7.502566339,4.793003145,Control,0.0681533125925115,Control
11.57629935,4.265761597,6.593906779,5.186492202,16.04294834,4.120127443,6.567193902,10.50006525,9.630350752,3.106254046,13.62041316,10.89074342,7.311366603,6.593906779,7.895666952,6.234316283,5.964365929,6.756345098,1.480023696,Control,0.00245611470254228,Control
11.7772017,0.671642133,6.960548553,7.944931856,15.73254256,5.734169555,7.157375205,10.59693439,9.683609514,4.633279772,13.38129824,10.43700659,7.392232428,6.960548553,7.602755918,4.815824566,5.629015025,6.971787431,2.551959395,Control,0.00310266424470431,Control
11.59801209,2.633404705,7.279733549,6.180743334,16.12456578,5.099886729,7.102152958,10.91744407,9.698032748,3.428856542,13.5920057,10.80932021,7.366944957,7.279733549,8.045844431,5.734987656,5.97875444,6.244019088,2.415014842,Control,0.00227644352389737,Control
11.23671178,4.159273191,6.890761615,6.050987581,15.23394421,5.897976011,4.611960739,9.76675314,8.498273765,5.289119835,13.06815378,9.553663891,7.193476973,6.890761615,7.821244301,5.52776625,6.34006634,7.315248308,3.103190542,Control,0.0240718527721048,Control
11.16206906,4.816209677,7.62983637,5.554602083,14.77519172,5.547850399,5.164003738,9.12432156,7.435605889,5.845660481,13.34224568,7.927501606,7.0406758,7.62983637,8.350429256,6.428785491,5.694070667,7.248936749,-1.034013557,Control,0.105601899308806,Control
10.83874496,2.844221752,6.409068192,8.045590936,15.99289051,7.129647242,5.479701773,10.01829483,8.525216876,3.608707333,12.65012476,9.350463536,6.415378158,6.409068192,8.489624544,6.282360473,4.215797546,6.537147746,3.860456973,Control,0.0180211823286045,Control
9.964170117,4.1496627,8.645226796,8.885246475,15.45051674,8.36396806,2.326150278,9.996540216,7.054882868,4.176749686,13.09187092,8.428254011,6.992016569,8.645226796,10.96336176,8.877410513,5.615940307,7.560244748,4.557120536,Control,0.751898861925438,Case
11.18835219,3.118559122,5.414468813,6.76209574,16.28113853,6.889896332,5.212420525,10.34851774,8.938941237,3.54223905,13.79382385,10.02515255,6.770560639,5.414468813,8.187108459,6.649229368,6.353597825,6.697655609,1.694867605,Control,0.00253751256500846,Control
11.40216193,2.500260099,5.773413311,4.611119964,16.38751677,3.152431659,6.372453531,10.08560664,9.511313522,4.802431912,13.45777733,10.85861226,6.915397568,5.773413311,8.385527664,8.518075512,5.841309939,5.179095856,-1.29041111,Control,0.00251797763451538,Control
11.01494767,3.13447344,6.170656417,6.440651511,15.51077947,4.935104651,5.060528162,9.593310762,8.860451367,4.21657912,13.15155163,9.861661721,6.277008946,6.170656417,8.193228701,7.307689876,5.650106374,6.352529199,3.312641383,Control,0.0182910305660695,Control
11.47638268,2.37238587,6.390072347,5.251825574,15.88636069,4.539943406,5.883592965,10.27594349,9.06421436,3.95812098,13.4904884,10.19043149,6.911325925,6.390072347,8.140577355,7.931136014,5.922303531,6.607467276,1.159546111,Control,0.0076069675402117,Control
